# Weather station Jammu, India, WMO_ID=42056,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42056&lang=en
#
"Local time in Jammu";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.12.2015 11:30";"16.4";"730.5";"";"1.0";"57";"Wind blowing from the south-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"7.7";"";"";"";"";"";"";
"17.12.2015 08:30";"10.2";"729.5";"";"1.5";"82";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"8.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.3";"";"";"";"";"";"";
"17.12.2015 05:30";"10.0";"728.0";"";"-0.2";"85";"Wind blowing from the north-east";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"7.5";"";"";"";"";"";"";
"17.12.2015 02:30";"10.0";"728.2";"";"0.0";"80";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"6.6";"";"";"";"";"";"";
"16.12.2015 23:30";"9.8";"728.2";"";"0.3";"80";"Wind blowing from the north-east";"1";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"";"4.0";"6.4";"";"";"";"";"";"";
"16.12.2015 20:30";"8.8";"727.9";"";"0.7";"79";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"5.3";"";"";"";"";"";"";
"16.12.2015 17:30";"14.6";"727.2";"";"-0.2";"62";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.9";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"16.12.2015 14:30";"19.0";"727.4";"";"-2.0";"45";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"16.12.2015 11:30";"17.0";"729.4";"";"0.9";"52";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.0";"";"";"";"";"";"";
"16.12.2015 08:30";"7.6";"728.5";"";"0.9";"86";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.4";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"16.12.2015 05:30";"7.6";"727.6";"";"-0.3";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"16.12.2015 02:30";"8.2";"727.9";"";"0.0";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"15.12.2015 23:30";"8.8";"727.9";"";"0.4";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.5";"";"";"";"";"";"";
"15.12.2015 20:30";"9.6";"727.5";"";"0.5";"89";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.9";"";"";"";"";"";"";
"15.12.2015 17:30";"14.4";"727.0";"";"-0.6";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.3";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"15.12.2015 14:30";"18.8";"727.6";"";"-1.5";"46";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"15.12.2015 11:30";"-6.8";"729.1";"";"0.8";"";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"15.12.2015 08:30";"6.6";"728.3";"";"1.1";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.6";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"15.12.2015 05:30";"7.0";"727.2";"";"-0.4";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"6.1";"";"";"";"";"";"";
"15.12.2015 02:30";"8.2";"727.6";"";"-0.6";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"14.12.2015 23:30";"10.0";"728.2";"";"-0.3";"92";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"14.12.2015 20:30";"10.4";"728.5";"";"0.3";"90";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"14.12.2015 17:30";"16.0";"728.2";"";"-0.7";"69";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.7";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"14.12.2015 14:30";"19.0";"728.9";"";"-1.1";"56";"Wind blowing from the south-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"10.1";"";"";"";"";"";"";
"14.12.2015 11:30";"16.6";"730.0";"";"0.0";"61";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"14.12.2015 08:30";"8.2";"730.0";"";"1.5";"97";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.8";"";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"14.12.2015 05:30";"8.3";"728.5";"";"0.0";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"14.12.2015 02:30";"8.3";"728.5";"";"-0.7";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"7.4";"";"";"";"";"";"";
"13.12.2015 23:30";"10.6";"729.2";"";"0.8";"90";"Wind blowing from the north-east";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.0";"";"";"";"";"";"";
"13.12.2015 20:30";"11.2";"728.4";"";"-0.3";"95";"Wind blowing from the north-east";"1";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.4";"";"";"";"";"";"";
"13.12.2015 17:30";"16.2";"728.7";"";"0.5";"79";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"18.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"13.12.2015 14:30";"18.0";"728.2";"";"-0.4";"66";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"13.12.2015 11:30";"15.4";"728.6";"";"1.6";"69";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.6";"";"";"";"";"";"";
"13.12.2015 08:30";"10.2";"727.0";"";"1.1";"92";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"8.5";"";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.0";"";"";"";"";"";"";
"13.12.2015 05:30";"9.6";"725.9";"";"-0.2";"92";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.4";"";"";"";"";"";"";
"13.12.2015 02:30";"8.8";"726.1";"";"-0.3";"95";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.0";"";"";"";"";"";"";
"12.12.2015 23:30";"9.6";"726.4";"";"0.4";"92";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.4";"";"";"";"";"";"";
"12.12.2015 20:30";"10.6";"726.0";"";"-0.4";"92";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"12.12.2015 17:30";"15.0";"726.4";"";"-0.1";"79";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"20.5";"Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"12.12.2015 14:30";"20.0";"726.5";"";"-1.4";"46";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.1";"";"";"";"";"";"";
"12.12.2015 11:30";"16.6";"727.9";"";"0.8";"64";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"12.12.2015 08:30";"8.6";"727.1";"";"1.1";"89";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"10.0";"6.9";"";"";"";"";"";"";
"12.12.2015 05:30";"7.6";"726.0";"";"-0.3";"94";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.7";"";"";"";"";"";"";
"12.12.2015 02:30";"8.0";"726.3";"";"-0.3";"92";"Wind blowing from the north-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.7";"";"";"";"";"";"";
"11.12.2015 23:30";"9.5";"726.6";"";"";"89";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.7";"";"";"";"";"";"";
"11.12.2015 17:30";"12.4";"725.3";"";"0.6";"72";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"19.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"7.5";"";"";"";"";"";"";
"11.12.2015 14:30";"16.4";"724.7";"";"-1.0";"75";"Wind blowing from the west";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"1.0";"12.0";"";"";"";"";"";"";
"11.12.2015 11:30";"16.6";"725.7";"";"1.1";"59";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.4";"";"";"";"";"";"";
"11.12.2015 08:30";"12.2";"724.6";"";"";"97";"Calm, no wind";"0";"";"";"70 – 80%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"11.6";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"11.8";"";"";"";"";"";"";
"11.12.2015 05:30";"13.0";"722.8";"";"";"97";"Wind blowing from the south-east";"1";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"12.6";"";"";"";"";"";"";
"10.12.2015 23:30";"17.0";"722.8";"";"-0.3";"64";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.2";"";"";"";"";"";"";
"10.12.2015 20:30";"16.4";"723.1";"";"-1.1";"64";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.5";"";"";"";"";"";"";
"10.12.2015 17:30";"16.2";"724.2";"";"-1.4";"51";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Thunderstorm(s) with or without precipitation.";"Drizzle.";"";"20.2";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.9";"";"";"";"";"";"";
"10.12.2015 14:30";"15.8";"725.6";"";"-2.6";"73";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"10.9";"";"";"";"";"";"";
"10.12.2015 11:30";"18.2";"728.2";"";"0.6";"64";"Wind blowing from the south-east";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"11.2";"";"";"";"";"";"";
"10.12.2015 08:30";"17.0";"727.6";"";"-0.3";"56";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"8.0";"";"";"";"";"";"";
"10.12.2015 05:30";"15.6";"727.9";"";"-0.3";"65";"Wind blowing from the north-east";"1";"";"";"100%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"9.0";"";"";"";"";"";"";
"10.12.2015 02:30";"15.4";"728.2";"";"-0.9";"75";"Wind blowing from the north-east";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"10.9";"";"";"";"";"";"";
"09.12.2015 23:30";"15.2";"729.1";"";"1.1";"79";"Wind blowing from the north-east";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"2.0";"11.5";"";"";"";"";"";"";
"09.12.2015 20:30";"13.7";"728.0";"";"0.6";"90";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.1";"";"";"";"";"";"";
"09.12.2015 17:30";"17.6";"727.4";"";"0.3";"77";"Wind blowing from the south-west";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"22.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"13.4";"";"";"";"";"";"";
"09.12.2015 14:30";"21.6";"727.1";"";"-2.0";"55";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"12.0";"";"";"";"";"";"";
"09.12.2015 11:30";"19.0";"729.1";"";"0.5";"68";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.0";"";"";"";"";"";"";
"09.12.2015 08:30";"13.6";"728.6";"";"1.6";"93";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"12.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"09.12.2015 05:30";"13.2";"727.0";"";"-0.6";"93";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"12.1";"";"";"";"";"";"";
"09.12.2015 02:30";"14.3";"727.6";"";"-0.2";"86";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"4.0";"12.0";"";"";"";"";"";"";
"08.12.2015 23:30";"14.4";"727.8";"";"0.3";"89";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.6";"";"";"";"";"";"";
"08.12.2015 20:30";"14.2";"727.5";"";"0.2";"89";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.4";"";"";"";"";"";"";
"08.12.2015 17:30";"17.0";"727.3";"";"-0.9";"86";"Wind blowing from the north-east";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"21.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.6";"";"";"";"";"";"";
"08.12.2015 14:30";"20.6";"728.2";"";"-1.5";"60";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"12.5";"";"";"";"";"";"";
