# Weather station Umaria, India, WMO_ID=42679,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42679&lang=en
#
"Local time in Umaria";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.03.2016 08:30";"23.6";"720.7";"759.8";"";"55";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.1";"";"";"";"";"";"";
"30.03.2016 17:30";"35.2";"719.1";"756.6";"";"32";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"30.03.2016 08:30";"23.0";"721.4";"760.6";"";"62";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.3";"";"";"";"";"";"";
"29.03.2016 17:30";"35.0";"718.6";"756.1";"";"33";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"";"";"";"";"";"";
"29.03.2016 08:30";"23.7";"721.7";"760.8";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.9";"";"";"";"";"";"";"10.0";"16.6";"";"";"";"";"";"";
"28.03.2016 17:30";"34.0";"718.8";"756.4";"";"36";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"16.8";"";"";"";"";"";"";
"28.03.2016 08:30";"27.0";"721.6";"760.3";"";"59";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"18.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.2";"";"";"";"";"";"";
"27.03.2016 08:30";"25.0";"720.5";"759.4";"";"60";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"16.6";"";"";"";"";"";"";
"26.03.2016 17:30";"36.8";"718.9";"756.2";"";"34";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"40.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.6";"";"";"";"";"";"";
"26.03.2016 08:30";"21.8";"722.4";"761.8";"";"69";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"25.03.2016 17:30";"36.2";"720.0";"757.4";"";"34";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"38.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"17.8";"";"";"";"";"";"";
"25.03.2016 08:30";"21.6";"722.7";"762.2";"";"61";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.7";"";"";"";"";"";"";
"24.03.2016 17:30";"34.6";"720.2";"757.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"36.7";"";"";"";"";"";"20.0";"16.4";"";"";"";"";"";"";
"24.03.2016 08:30";"19.0";"722.5";"762.3";"";"65";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"12.2";"";"";"";"";"";"";
"23.03.2016 17:30";"32.8";"719.0";"756.8";"";"34";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"20.0";"15.1";"";"";"";"";"";"";
"23.03.2016 08:30";"22.0";"720.0";"759.3";"";"50";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.2";"";"";"";"";"";"";
"22.03.2016 08:30";"18.8";"720.1";"759.8";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.6";"";"";"";"";"";"";
"21.03.2016 17:30";"33.4";"716.9";"754.5";"";"41";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.4";"";"";"";"";"";"";
"21.03.2016 08:30";"22.0";"719.9";"759.2";"";"69";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"16.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"20.03.2016 17:30";"34.8";"717.3";"754.8";"";"39";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"35.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.0";"";"";"";"";"";"";
"20.03.2016 08:30";"27.0";"720.5";"759.1";"";"52";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"18.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.4";"";"";"";"";"";"";
"19.03.2016 17:30";"34.2";"715.8";"753.3";"";"40";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"35.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.6";"";"";"";"";"";"";
"19.03.2016 08:30";"27.0";"719.3";"757.9";"";"58";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.9";"";"";"";"";"";"";
"18.03.2016 17:30";"34.0";"715.9";"753.4";"";"45";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"35.3";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.6";"";"";"";"";"";"";
"18.03.2016 08:30";"21.8";"720.3";"759.6";"";"72";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"17.03.2016 17:30";"31.6";"719.1";"757.1";"";"47";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.1";"";"";"";"";"";"";
"17.03.2016 08:30";"20.0";"721.9";"761.6";"";"68";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"13.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"16.03.2016 17:30";"29.0";"719.9";"758.2";"";"42";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"31.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.9";"";"";"";"";"";"";
"16.03.2016 08:30";"18.4";"722.8";"762.7";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.9";"";"";"";"";"";"";
"15.03.2016 17:30";"28.6";"719.9";"758.3";"";"55";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"31.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.7";"";"";"";"";"";"";
"15.03.2016 08:30";"19.8";"722.1";"761.8";"";"91";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"16.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"14.03.2016 17:30";"29.4";"718.6";"756.8";"";"56";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"31.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"14.03.2016 08:30";"20.6";"721.4";"760.9";"";"84";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.7";"";"";"";"";"";"";
"13.03.2016 17:30";"22.6";"720.1";"759.3";"";"86";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"23.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.1";"";"";"";"";"";"";
"13.03.2016 08:30";"18.8";"722.7";"762.6";"";"94";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"17.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.8";"";"";"";"";"";"";
"12.03.2016 17:30";"27.6";"718.5";"756.9";"";"49";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"15.9";"";"";"";"";"";"";
"12.03.2016 08:30";"21.8";"720.5";"759.8";"";"65";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"18.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"11.03.2016 17:30";"33.4";"719.8";"757.6";"";"37";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.7";"";"";"";"";"";"";
"11.03.2016 08:30";"21.2";"722.2";"761.7";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"10.03.2016 17:30";"31.2";"719.8";"757.9";"";"40";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"33.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.2";"";"";"";"";"";"";
"10.03.2016 08:30";"20.6";"722.5";"762.1";"";"82";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"17.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.4";"";"";"";"";"";"";
"09.03.2016 17:30";"30.6";"719.2";"757.3";"";"43";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.6";"";"";"";"";"";"";
"09.03.2016 08:30";"21.2";"720.6";"760.0";"";"82";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"17.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"18.0";"";"";"";"";"";"";
"08.03.2016 17:30";"30.2";"717.8";"755.9";"";"54";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"31.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"19.9";"";"";"";"";"";"";
"08.03.2016 08:30";"19.8";"721.0";"760.6";"";"89";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.9";"";"";"";"";"";"";
"07.03.2016 17:30";"24.0";"718.2";"757.1";"";"72";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"18.7";"";"";"";"";"";"";
"07.03.2016 08:30";"20.0";"721.6";"761.2";"";"83";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.1";"";"";"";"";"";"";
"06.03.2016 17:30";"23.6";"719.9";"759.0";"";"69";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"26.7";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"17.5";"";"";"";"";"";"";
"06.03.2016 08:30";"17.6";"722.9";"763.0";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"05.03.2016 17:30";"32.6";"718.8";"756.6";"";"29";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.5";"";"";"";"";"";"";
"05.03.2016 08:30";"22.8";"722.3";"761.6";"";"56";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"18.7";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.5";"";"";"";"";"";"";
"04.03.2016 08:30";"20.0";"721.7";"761.3";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.6";"";"";"";"";"";"";
"03.03.2016 17:30";"33.4";"720.7";"758.5";"";"22";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"9.1";"";"";"";"";"";"";
"03.03.2016 08:30";"18.8";"724.2";"764.2";"";"61";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"15.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.1";"";"";"";"";"";"";
"02.03.2016 17:30";"31.6";"721.4";"759.5";"";"31";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.4";"";"";"";"";"";"";
"02.03.2016 08:30";"16.6";"723.1";"763.3";"";"68";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"12.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.6";"";"";"";"";"";"";
"01.03.2016 17:30";"20.8";"719.5";"758.9";"";"65";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.0";"";"";"";"";"";"";
"01.03.2016 08:30";"17.8";"723.5";"763.6";"";"64";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"13.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.8";"";"";"";"";"";"";
"29.02.2016 17:30";"29.6";"722.3";"760.7";"";"36";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"33.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.1";"";"";"";"";"";"";
"29.02.2016 08:30";"18.0";"725.8";"766.0";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.8";"";"";"";"";"";"";
"28.02.2016 17:30";"30.0";"722.9";"761.3";"";"36";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"";"";"";"";
"28.02.2016 08:30";"17.0";"725.8";"766.1";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"13.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.1";"";"";"";"";"";"";
"27.02.2016 17:30";"28.0";"722.3";"760.9";"";"32";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"30.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.8";"";"";"";"";"";"";
"27.02.2016 08:30";"18.0";"725.1";"765.2";"";"90";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.3";"";"";"";"";"";"";
"26.02.2016 17:30";"25.8";"721.6";"760.5";"";"65";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"29.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"4.0";"18.6";"";"";"";"";"";"";
"26.02.2016 08:30";"20.2";"723.5";"763.2";"";"55";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"16.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.7";"";"";"";"";"";"";
"25.02.2016 17:30";"28.2";"720.0";"758.5";"";"22";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"33.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.3";"";"";"";"";"";"";
"25.02.2016 08:30";"17.8";"723.2";"763.2";"";"48";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"11.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"6.6";"";"";"";"";"";"";
