# Weather station Ujjain, India, WMO_ID=42662,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42662&lang=en
#
"Local time in Ujjain";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.04.2016 08:30";"25.0";"715.9";"757.9";"";"47";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"18.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.0";"";"";"";"";"";"";
"08.04.2016 17:30";"36.0";"712.5";"752.8";"";"25";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.0";"";"";"";"";"";"";
"08.04.2016 08:30";"24.6";"715.7";"757.8";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.3";"";"";"";"";"";"";
"07.04.2016 17:30";"33.0";"713.5";"754.3";"";"35";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"15.4";"";"";"";"";"";"";
"07.04.2016 08:30";"26.0";"716.1";"758.0";"";"49";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.3";"";"";"";"";"";"";
"06.04.2016 17:30";"36.0";"713.0";"753.3";"";"33";"Wind blowing from the west-northwest";"3";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.5";"";"";"";"";"";"";
"06.04.2016 08:30";"24.0";"715.7";"757.9";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.0";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"05.04.2016 17:30";"37.0";"712.1";"752.2";"";"34";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.5";"";"";"";"";"";"";
"05.04.2016 08:30";"24.6";"715.6";"757.7";"";"63";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.0";"";"";"";"";"";"";
"04.04.2016 17:30";"36.0";"713.1";"753.4";"";"38";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.5";"";"";"";"";"";"";
"04.04.2016 08:30";"25.0";"715.3";"757.3";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.0";"";"";"";"";"";"";
"03.04.2016 17:30";"39.6";"713.8";"753.7";"";"23";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.5";"";"";"";"";"";"";
"03.04.2016 08:30";"25.0";"716.4";"758.5";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"19.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.0";"";"";"";"";"";"";
"02.04.2016 17:30";"39.6";"712.7";"752.5";"";"27";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"41.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.3";"";"";"";"";"";"";
"02.04.2016 08:30";"25.0";"715.7";"757.7";"";"54";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.0";"";"";"";"";"";"";
"01.04.2016 17:30";"38.0";"712.4";"752.4";"";"24";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"13.8";"";"";"";"";"";"";
"01.04.2016 08:30";"24.0";"715.1";"757.2";"";"53";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"17.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.8";"";"";"";"";"";"";
"31.03.2016 17:30";"36.0";"713.5";"753.9";"";"33";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.1";"";"";"";"";"";"";
"31.03.2016 08:30";"23.0";"717.0";"759.4";"";"52";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.5";"";"";"";"";"";"";
"30.03.2016 17:30";"36.0";"715.1";"755.5";"";"33";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.1";"";"";"";"";"";"";
"30.03.2016 08:30";"22.0";"717.1";"759.6";"";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.4";"";"";"";"";"";"";
"29.03.2016 17:30";"36.0";"714.8";"755.2";"";"33";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.1";"";"";"";"";"";"";
"29.03.2016 08:30";"23.6";"717.0";"759.3";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"17.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.0";"";"";"";"";"";"";
"28.03.2016 17:30";"36.4";"714.2";"754.6";"";"32";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.2";"";"";"";"";"";"";
"28.03.2016 08:30";"23.6";"717.4";"759.7";"";"63";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.0";"";"";"";"";"";"";
"27.03.2016 17:30";"34.0";"714.7";"755.4";"";"40";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.4";"";"";"";"";"";"";
"27.03.2016 08:30";"24.4";"716.9";"759.1";"";"58";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"20.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.5";"";"";"";"";"";"";
"26.03.2016 17:30";"37.0";"714.3";"754.6";"";"22";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.2";"";"";"";"";"";"";
"26.03.2016 08:30";"25.0";"717.1";"759.2";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.8";"";"";"";"";"";"";
"25.03.2016 17:30";"38.0";"715.4";"755.6";"";"19";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"10.7";"";"";"";"";"";"";
"25.03.2016 08:30";"22.0";"717.8";"760.4";"";"43";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.9";"";"";"";"";"";"";
"24.03.2016 17:30";"37.6";"715.5";"755.8";"";"17";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.5";"";"";"";"";"";"4.0";"8.8";"";"";"";"";"";"";
"24.03.2016 08:30";"19.6";"718.2";"761.2";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.0";"";"";"";"";"";"";"4.0";"8.5";"";"";"";"";"";"";
"23.03.2016 17:30";"36.0";"714.6";"755.0";"";"15";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.8";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"23.03.2016 08:30";"19.0";"716.8";"759.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.5";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"22.03.2016 17:30";"33.0";"714.1";"754.9";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"7.8";"";"";"";"";"";"";
"22.03.2016 08:30";"23.0";"716.7";"759.1";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"17.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"21.03.2016 17:30";"35.0";"713.7";"754.2";"";"24";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.0";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"21.03.2016 08:30";"22.6";"716.4";"758.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.0";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"20.03.2016 17:30";"34.6";"714.4";"755.0";"";"34";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"20.03.2016 08:30";"23.0";"717.1";"759.5";"";"74";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"18.0";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"19.03.2016 17:30";"33.0";"714.2";"755.0";"";"45";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.4";"";"";"";"";"";"";
"19.03.2016 08:30";"22.6";"716.4";"758.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"18.03.2016 17:30";"33.6";"713.3";"754.0";"";"37";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"18.03.2016 08:30";"25.0";"716.9";"759.0";"";"61";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.0";"";"";"";"";"";"";
"17.03.2016 17:30";"34.6";"714.1";"754.7";"";"29";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.2";"";"";"";"";"";"";
"17.03.2016 08:30";"21.0";"715.1";"757.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"16.03.2016 17:30";"31.0";"715.3";"756.5";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"12.4";"";"";"";"";"";"";
"16.03.2016 08:30";"23.0";"718.7";"761.2";"";"59";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.6";"";"";"";"";"";"";
"15.03.2016 17:30";"31.0";"715.7";"756.9";"";"42";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.8";"";"";"";"";"";"";
"15.03.2016 08:30";"22.6";"718.0";"760.5";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.6";"";"";"";"";"";"";
"14.03.2016 17:30";"30.0";"715.7";"757.0";"";"41";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"32.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.4";"";"";"";"";"";"";
"14.03.2016 08:30";"20.4";"717.2";"760.0";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"14.6";"";"";"";"";"";"";
"13.03.2016 17:30";"30.6";"713.9";"755.0";"";"39";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"32.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.0";"";"";"";"";"";"";
"13.03.2016 08:30";"20.6";"716.5";"759.2";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.3";"";"";"";"";"";"";
"12.03.2016 17:30";"27.0";"713.9";"755.5";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.0";"";"";"";"";"";"";
"12.03.2016 08:30";"20.0";"716.0";"758.8";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.0";"";"";"";"";"";"";
"11.03.2016 17:30";"33.0";"714.9";"755.7";"";"30";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.1";"";"";"";"";"";"";
"11.03.2016 08:30";"22.0";"718.0";"760.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"10.03.2016 17:30";"34.0";"715.6";"756.4";"";"41";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.8";"";"";"";"";"";"";
"10.03.2016 08:30";"21.0";"717.8";"760.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"09.03.2016 17:30";"33.0";"714.9";"755.8";"";"45";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.4";"";"";"";"";"";"";
"09.03.2016 08:30";"20.0";"716.6";"759.4";"";"73";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"14.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.9";"";"";"";"";"";"";
"08.03.2016 17:30";"32.0";"714.3";"755.2";"";"44";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.1";"";"";"";"";"";"";
"08.03.2016 08:30";"20.0";"716.6";"759.4";"";"73";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"16.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.9";"";"";"";"";"";"";
"07.03.2016 17:30";"31.6";"713.9";"754.9";"";"44";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.9";"";"";"";"";"";"";
"07.03.2016 08:30";"18.0";"717.0";"760.1";"";"75";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"13.4";"";"";"";"";"";"";
