# Weather station Purulia, India, WMO_ID=42705,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42705&lang=en
#
"Local time in Purulia";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.07.2016 08:30";"26.0";"725.5";"746.9";"";"76";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"24.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"09.07.2016 08:30";"26.0";"725.6";"747.0";"";"79";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"26.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"08.07.2016 17:30";"29.0";"724.7";"745.9";"";"68";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"31.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"08.07.2016 08:30";"27.8";"726.1";"747.4";"";"74";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.8";"";"";"";"";"";"";
"07.07.2016 17:30";"32.8";"724.5";"745.4";"";"56";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"06.07.2016 17:30";"30.0";"724.7";"745.8";"";"61";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.7";"";"";"";"";"";"";
"06.07.2016 08:30";"26.4";"725.5";"746.9";"";"74";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"05.07.2016 17:30";"29.4";"724.2";"745.4";"";"53";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"18.7";"";"";"";"";"";"";
"05.07.2016 08:30";"25.0";"725.4";"746.9";"";"83";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"04.07.2016 17:30";"29.0";"725.5";"746.7";"";"67";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"30.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"04.07.2016 08:30";"25.4";"726.2";"747.7";"";"81";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.8";"";"";"";"";"";"";
"03.07.2016 08:30";"26.0";"726.1";"747.6";"";"79";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"24.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"02.07.2016 08:30";"28.0";"726.8";"748.1";"";"73";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"01.07.2016 17:30";"27.4";"726.8";"748.2";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"01.07.2016 08:30";"27.4";"726.8";"748.2";"";"89";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"25.4";"";"";"";"";"";"";
"30.06.2016 17:30";"33.0";"726.6";"747.6";"";"52";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"30.06.2016 08:30";"27.0";"729.6";"751.1";"";"77";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.6";"";"";"";"";"";"";
"29.06.2016 17:30";"31.4";"728.9";"750.1";"";"57";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"34.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.0";"";"";"";"";"";"";
"29.06.2016 08:30";"37.4";"731.3";"752.1";"";"42";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"28.06.2016 17:30";"29.4";"728.1";"749.4";"";"68";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"34.6";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.0";"";"";"";"";"";"";
"28.06.2016 08:30";"27.0";"729.7";"751.2";"";"72";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.6";"";"";"";"";"";"";
"27.06.2016 17:30";"32.2";"726.9";"747.9";"";"54";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"34.9";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"27.06.2016 08:30";"28.0";"729.8";"751.2";"";"70";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.1";"";"";"";"";"";"";
"26.06.2016 17:30";"35.0";"728.0";"748.9";"";"42";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"35.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.4";"";"";"";"";"";"";
"26.06.2016 08:30";"27.4";"730.7";"752.2";"";"70";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.4";"";"";"";"";"";"";
"25.06.2016 17:30";"34.0";"728.8";"749.8";"";"45";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"25.06.2016 08:30";"27.6";"729.9";"751.3";"";"69";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"24.06.2016 17:30";"31.4";"727.4";"748.5";"";"54";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"34.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"24.06.2016 08:30";"26.0";"729.2";"750.7";"";"76";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"23.06.2016 17:30";"26.2";"728.5";"750.0";"";"75";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.4";"";"";"";"";"";"";
"23.06.2016 08:30";"27.6";"730.4";"751.9";"";"69";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.3";"";"";"";"";"";"";
"22.06.2016 17:30";"30.0";"730.5";"751.8";"";"53";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"22.06.2016 08:30";"27.6";"731.3";"752.8";"";"69";"Wind blowing from the north";"1";"";"";"50%.";" ";"";"";"26.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"21.06.2016 17:30";"34.6";"728.9";"749.8";"";"45";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"35.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"21.06.2016 08:30";"27.0";"730.7";"752.2";"";"70";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.0";"";"";"";"";"";"";
"20.06.2016 08:30";"26.0";"731.5";"753.1";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.5";"";"";"";"";"";"";
"19.06.2016 17:30";"30.0";"729.7";"751.0";"";"59";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"32.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"19.06.2016 08:30";"27.0";"731.5";"753.0";"";"74";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.5";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"18.06.2016 17:30";"28.6";"729.0";"750.4";"";"64";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"31.8";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"18.06.2016 08:30";"26.4";"729.8";"751.3";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"17.06.2016 17:30";"28.0";"727.5";"748.9";"";"63";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"33.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"17.06.2016 08:30";"25.6";"725.3";"746.8";"";"76";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"16.06.2016 17:30";"34.0";"725.9";"746.8";"";"47";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.9";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.3";"";"";"";"";"";"";
"16.06.2016 08:30";"26.6";"725.4";"746.8";"";"72";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"15.06.2016 08:30";"26.0";"727.5";"749.0";"";"72";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"22.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"14.06.2016 17:30";"36.4";"725.3";"746.0";"";"37";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"35.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.3";"";"";"";"";"";"";
"14.06.2016 08:30";"26.0";"728.3";"749.8";"";"72";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"24.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.5";"";"";"";"";"";"";
"13.06.2016 17:30";"34.2";"726.4";"747.3";"";"52";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"35.7";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"13.06.2016 08:30";"27.0";"728.9";"750.4";"";"70";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"12.06.2016 08:30";"30.0";"727.3";"748.5";"";"59";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"28.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.0";"";"";"";"";"";"";
"11.06.2016 17:30";"39.4";"725.7";"746.2";"";"38";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.5";"";"";"";"";"";"";
"11.06.2016 08:30";"28.4";"727.6";"748.9";"";"64";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"26.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.9";"";"";"";"";"";"";
"10.06.2016 17:30";"36.4";"726.5";"747.2";"";"46";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"10.06.2016 08:30";"26.0";"728.3";"749.8";"";"69";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.9";"";"";"";"";"";"";
"09.06.2016 17:30";"34.2";"726.5";"747.4";"";"46";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.9";"";"";"";"";"";"";
"09.06.2016 08:30";"27.0";"728.9";"750.4";"";"74";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"22.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"08.06.2016 17:30";"36.2";"727.2";"748.0";"";"37";"Wind blowing from the east";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.4";"";"";"";"";"";"";
"08.06.2016 08:30";"28.4";"730.5";"751.9";"";"68";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"26.5";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.9";"";"";"";"";"";"";
"07.06.2016 17:30";"36.0";"727.9";"748.7";"";"45";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.2";"";"";"";"";"";"";
"07.06.2016 08:30";"30.4";"731.9";"753.2";"";"56";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"26.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"20.8";"";"";"";"";"";"";
"06.06.2016 17:30";"36.0";"729.5";"750.3";"";"38";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"37.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"06.06.2016 08:30";"28.4";"732.0";"753.5";"";"64";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"25.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.9";"";"";"";"";"";"";
"05.06.2016 17:30";"32.4";"730.3";"751.4";"";"49";"Wind blowing from the north-northeast";"1";"";"";"50%.";" ";"";"";"";"37.3";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"04.06.2016 17:30";"35.6";"730.3";"751.2";"";"40";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"36.5";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"03.06.2016 17:30";"33.0";"729.6";"750.7";"";"47";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"36.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.4";"";"";"";"";"";"";
"02.06.2016 17:30";"34.0";"728.8";"749.8";"";"43";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"35.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"02.06.2016 08:30";"26.4";"731.3";"752.9";"";"69";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.3";"";"";"";"";"";"";
"01.06.2016 17:30";"26.1";"726.8";"748.3";"";"80";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"34.3";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"31.05.2016 17:30";"36.0";"727.8";"748.6";"";"31";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.7";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.2";"";"";"";"";"";"";
"31.05.2016 08:30";"27.4";"731.3";"752.8";"";"54";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.2";"";"";"";"";"";"";
"30.05.2016 08:30";"27.0";"729.8";"751.3";"";"63";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"25.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.3";"";"";"";"";"";"";
"29.05.2016 08:30";"27.2";"731.3";"752.8";"";"55";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"19.1";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.4";"";"";"";"";"";"";
"28.05.2016 17:30";"37.4";"727.2";"747.9";"";"37";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.2";"";"";"";"";"";"";
"28.05.2016 08:30";"26.0";"730.5";"752.1";"";"69";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"23.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"27.05.2016 17:30";"29.4";"728.2";"749.5";"";"44";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"27.05.2016 08:30";"29.8";"730.3";"751.6";"";"48";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"27.7";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.6";"";"";"";"";"";"";
"26.05.2016 17:30";"37.8";"727.7";"748.4";"";"22";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"38.0";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.5";"";"";"";"";"";"";
"26.05.2016 08:30";"30.0";"729.6";"750.9";"";"34";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"25.1";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.3";"";"";"";"";"";"";
