# Weather station Goalpara, India, WMO_ID=42407,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42407&lang=en
#
"Local time in Goalpara";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.02.2016 08:30";"18.6";"759.6";"763.0";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"18.02.2016 17:30";"27.2";"754.3";"757.6";"";"62";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.2";"";"";"";"";"";"";
"18.02.2016 08:30";"12.8";"757.8";"761.2";"";"96";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.1";"";"";"";"";"";"";
"17.02.2016 17:30";"27.2";"756.7";"760.0";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"28.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.5";"";"";"";"";"";"";
"17.02.2016 08:30";"13.0";"758.1";"761.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"16.02.2016 17:30";"25.8";"756.0";"759.3";"";"81";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"26.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.2";"";"";"";"";"";"";
"16.02.2016 08:30";"12.6";"758.2";"761.7";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.5";"";"";"";"";"";"";
"15.02.2016 17:30";"25.4";"755.8";"759.1";"";"79";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.5";"";"";"";"";"";"";
"15.02.2016 08:30";"12.4";"757.6";"761.1";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.7";"";"";"";"";"";"";
"14.02.2016 17:30";"25.0";"755.9";"759.2";"";"80";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.4";"";"";"";"";"";"";
"14.02.2016 08:30";"11.4";"758.1";"761.6";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"";"";"";"";"";"";"10.0";"11.0";"";"";"";"";"";"";
"13.02.2016 17:30";"25.2";"755.5";"758.8";"";"78";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"25.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.0";"";"";"";"";"";"";
"13.02.2016 08:30";"11.6";"757.4";"760.9";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"";"";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"12.02.2016 17:30";"24.2";"755.3";"758.6";"";"78";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"20.2";"";"";"";"";"";"";
"12.02.2016 08:30";"12.0";"757.8";"761.3";"";"95";"Calm, no wind";"0";"";"";"100%.";"Haze. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"10.0";"11.2";"";"";"";"";"";"";
"11.02.2016 17:30";"23.4";"755.4";"758.7";"";"78";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"23.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"11.02.2016 08:30";"11.6";"757.1";"760.6";"";"95";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.8";"";"";"";"";"";"";
"09.02.2016 08:30";"12.0";"757.5";"761.0";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Rain, not freezing, intermittent, slight at time of observation. ";"";"";"";"";"";"";"";"";"";"10.0";"11.1";"";"";"";"";"";"";
"08.02.2016 17:30";"15.6";"756.1";"759.5";"";"";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"";"";"";"";"";"";"";
"08.02.2016 08:30";"12.2";"760.7";"764.2";"";"95";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.4";"";"";"";"";"";"";
"07.02.2016 17:30";"25.4";"756.1";"759.4";"";"67";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"18.8";"";"";"";"";"";"";
"07.02.2016 08:30";"12.6";"761.0";"764.5";"";"96";"Calm, no wind";"0";"";"";"50%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.9";"";"";"";"";"";"";
"06.02.2016 08:30";"13.0";"760.1";"763.6";"";"93";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.9";"";"";"";"";"";"";
"05.02.2016 17:30";"25.0";"755.9";"759.2";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"25.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.7";"";"";"";"";"";"";
"05.02.2016 08:30";"12.6";"759.8";"763.3";"";"93";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.5";"";"";"";"";"";"";
"04.02.2016 17:30";"20.0";"754.7";"758.0";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"22.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.6";"";"";"";"";"";"";
"04.02.2016 08:30";"11.8";"759.5";"763.0";"";"92";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.6";"";"";"";"";"";"";
"03.02.2016 17:30";"18.8";"754.6";"758.0";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"20.6";"";"";"";"";"";"10.0";"15.1";"";"";"";"";"";"";
"03.02.2016 08:30";"11.0";"761.3";"764.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";"Fog, depositing rime, sky visible. ";"";"";"";"";"";"";"";"";"";"1.0";"9.0";"";"";"";"";"";"";
"02.02.2016 17:30";"18.8";"754.4";"757.8";"";"77";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"20.4";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"02.02.2016 08:30";"12.4";"759.8";"763.3";"";"96";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.7";"";"";"";"";"";"";
"01.02.2016 17:30";"18.6";"754.5";"757.9";"";"79";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2000-2500";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.8";"";"";"";"";"";"";
"01.02.2016 08:30";"12.0";"760.1";"763.6";"";"97";"Calm, no wind";"0";"";"";"20–30%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.6";"";"";"";"";"";"";
"31.01.2016 17:30";"22.6";"754.6";"757.9";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"23.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.0";"";"";"";"";"";"";
"31.01.2016 08:30";"12.4";"760.4";"763.9";"";"96";"Calm, no wind";"0";"";"";"50%.";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.7";"";"";"";"";"";"";
"30.01.2016 17:30";"23.0";"754.9";"758.2";"";"65";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"23.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.1";"";"";"";"";"";"";
"30.01.2016 08:30";"13.0";"759.9";"763.4";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.3";"";"";"";"";"";"";
"29.01.2016 08:30";"12.8";"760.2";"763.7";"";"96";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.1";"";"";"";"";"";"";
"28.01.2016 17:30";"22.2";"756.8";"760.1";"";"60";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"22.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.0";"";"";"";"";"";"";
"28.01.2016 08:30";"12.4";"760.1";"763.6";"";"93";"Calm, no wind";"0";"";"";"70 – 80%.";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.3";"";"";"";"";"";"";
"27.01.2016 17:30";"21.2";"756.5";"759.8";"";"65";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"21.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.4";"";"";"";"";"";"";
"27.01.2016 08:30";"12.8";"759.7";"763.2";"";"96";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.1";"";"";"";"";"";"";
"25.01.2016 17:30";"20.2";"755.9";"759.3";"";"76";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"20.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"15.9";"";"";"";"";"";"";
"25.01.2016 08:30";"11.4";"760.5";"764.0";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"2.0";"11.0";"";"";"";"";"";"";
"24.01.2016 17:30";"16.6";"760.3";"763.7";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"16.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.0";"";"";"";"";"";"";
"24.01.2016 08:30";"12.0";"760.1";"763.6";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"23.01.2016 17:30";"18.2";"757.0";"760.4";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"";"";"";"18.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.4";"";"";"";"";"";"";
"23.01.2016 08:30";"11.4";"761.1";"764.6";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"22.01.2016 17:30";"22.0";"757.6";"760.9";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"22.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.0";"";"";"";"";"";"";
"22.01.2016 08:30";"11.4";"760.9";"764.4";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"21.01.2016 17:30";"18.4";"757.0";"760.4";"";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"18.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.4";"";"";"";"";"";"";
"21.01.2016 08:30";"11.6";"760.3";"763.8";"";"95";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"10.8";"";"";"";"";"";"";
"20.01.2016 17:30";"18.0";"756.9";"760.3";"";"88";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"18.4";"";"";"600-1000";"";"";"2.0";"16.0";"";"";"";"";"";"";
"20.01.2016 08:30";"10.2";"761.0";"764.5";"";"97";"Calm, no wind";"0";"";"";"100%.";"Drizzle and rain, moderate or heavy. ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"100%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.8";"";"";"";"";"";"";
"19.01.2016 08:30";"11.6";"761.0";"764.5";"";"97";"Calm, no wind";"0";"";"";"20–30%.";"Fog, depositing rime, sky visible. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"11.2";"";"";"";"";"";"";
"18.01.2016 17:30";"21.8";"755.9";"759.2";"";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"22.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.3";"";"";"";"";"";"";
"18.01.2016 08:30";"12.2";"759.6";"763.1";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog, depositing rime, sky visible. ";"";"";"";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"17.01.2016 17:30";"22.6";"757.9";"761.2";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"23.0";"";"";"";"";"";"4.0";"17.5";"";"";"";"";"";"";
"16.01.2016 17:30";"23.2";"757.0";"760.3";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"";"23.4";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"15.01.2016 17:30";"22.6";"756.3";"759.6";"";"76";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"";"23.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"18.1";"";"";"";"";"";"";
"14.01.2016 17:30";"23.4";"756.0";"759.3";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"23.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.3";"";"";"";"";"";"";
"14.01.2016 08:30";"13.0";"759.5";"763.0";"";"96";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.3";"";"";"";"";"";"";
"13.01.2016 17:30";"23.8";"755.8";"759.1";"";"69";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"24.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"17.7";"";"";"";"";"";"";
"13.01.2016 08:30";"14.0";"757.2";"760.6";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.0";"";"";"";"";"";"";
"12.01.2016 17:30";"24.0";"757.3";"760.6";"";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"24.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.0";"";"";"";"";"";"";
"12.01.2016 08:30";"12.0";"";"763.8";"";"95";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"11.2";"";"";"";"";"";"";
"11.01.2016 17:30";"23.6";"";"760.3";"";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"24.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.8";"";"";"";"";"";"";
"11.01.2016 08:30";"11.2";"";"765.1";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog, depositing rime, sky visible. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"10.8";"";"";"";"";"";"";
