# Weather station Paramati, India, WMO_ID=43342,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43342&lang=en
#
"Local time in Paramati";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.08.2016 08:30";"25.2";"742.0";"757.4";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"01.08.2016 17:30";"30.6";"739.3";"754.5";"";"56";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.7";"";"";"";"";"";"";
"01.08.2016 08:30";"28.4";"741.3";"756.5";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.9";"";"";"";"";"";"";
"31.07.2016 17:30";"34.0";"739.0";"754.0";"";"42";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"1000-1500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"31.07.2016 08:30";"28.0";"738.6";"753.8";"";"70";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"30.07.2016 17:30";"31.4";"739.0";"754.0";"";"52";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"33.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.3";"";"";"";"";"";"";
"30.07.2016 08:30";"25.6";"740.4";"755.8";"";"74";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"29.07.2016 17:30";"32.2";"737.8";"752.7";"";"56";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.3";"";"";"";"";"";"";
"29.07.2016 08:30";"26.0";"740.2";"755.6";"";"79";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"28.07.2016 17:30";"33.0";"736.8";"751.7";"";"52";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"36.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"28.07.2016 08:30";"25.4";"740.8";"756.2";"";"88";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"27.07.2016 17:30";"29.0";"738.8";"754.0";"";"58";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.9";"";"";"";"";"";"";
"27.07.2016 08:30";"27.0";"740.4";"755.7";"";"81";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"23.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.5";"";"";"";"";"";"";
"26.07.2016 17:30";"31.0";"739.0";"754.2";"";"57";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"26.07.2016 08:30";"25.4";"739.6";"755.0";"";"88";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"23.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"25.07.2016 17:30";"33.6";"736.8";"751.7";"";"49";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"37.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.5";"";"";"";"";"";"";
"25.07.2016 08:30";"28.0";"739.6";"754.9";"";"70";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"24.07.2016 17:30";"34.4";"739.0";"753.9";"";"45";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.8";"";"";"";"";"";"";
"24.07.2016 08:30";"27.0";"740.9";"756.2";"";"74";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.9";"";"";"";"";"";"";
"23.07.2016 17:30";"33.0";"738.8";"753.8";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"23.07.2016 08:30";"25.0";"739.9";"755.5";"";"91";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.5";"";"";"";"";"";"";
"22.07.2016 08:30";"27.0";"739.8";"755.1";"";"72";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"21.6";"";"";"";"";"";"";
"21.07.2016 17:30";"32.0";"745.9";"753.4";"";"49";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"34.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.9";"";"";"";"";"";"";
"21.07.2016 08:30";"26.4";"740.5";"755.8";"";"89";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"27.5";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"20.07.2016 17:30";"33.0";"739.2";"754.2";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"20.07.2016 08:30";"27.4";"742.3";"757.7";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"19.07.2016 17:30";"34.2";"739.0";"754.0";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"35.8";"";"";"";"";"";"10.0";"23.9";"";"";"";"";"";"";
"19.07.2016 08:30";"25.2";"742.0";"757.4";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"10.0";"23.4";"";"";"";"";"";"";
"18.07.2016 17:30";"32.0";"747.2";"754.8";"";"60";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"36.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"18.07.2016 08:30";"27.4";"742.6";"758.0";"";"84";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.5";"";"";"";"";"";"";
"17.07.2016 08:30";"27.0";"742.3";"757.6";"";"87";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.7";"";"";"";"";"";"";
"16.07.2016 17:30";"33.4";"738.2";"753.1";"";"53";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"35.8";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.7";"";"";"";"";"";"";
"16.07.2016 08:30";"26.4";"741.1";"755.6";"";"90";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"24.7";"";"";"";"";"";"";
"15.07.2016 17:30";"32.0";"738.1";"753.1";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"15.07.2016 08:30";"28.2";"740.1";"755.3";"";"79";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"24.2";"";"";"";"";"";"";
"14.07.2016 17:30";"35.0";"739.1";"754.1";"";"49";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"14.07.2016 08:30";"27.0";"740.8";"756.1";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"13.07.2016 17:30";"34.0";"738.2";"753.1";"";"51";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"36.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.4";"";"";"";"";"";"";
"13.07.2016 08:30";"27.0";"741.2";"756.5";"";"78";"Wind blowing from the west";"2";"";"";"40%.";" ";"";"";"24.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.9";"";"";"";"";"";"";
"12.07.2016 17:30";"32.6";"";"753.4";"";"58";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"34.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"12.07.2016 08:30";"27.4";"740.2";"755.5";"";"78";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"11.07.2016 17:30";"32.0";"737.8";"752.8";"";"63";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"35.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"11.07.2016 08:30";"28.0";"739.4";"754.7";"";"73";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"22.7";"";"";"";"";"";"";
"10.07.2016 17:30";"30.0";"738.1";"753.2";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"10.07.2016 08:30";"27.0";"739.6";"754.9";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"09.07.2016 17:30";"32.0";"737.7";"752.7";"";"60";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"09.07.2016 08:30";"30.2";"739.4";"754.6";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"08.07.2016 17:30";"30.6";"739.0";"754.1";"";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.4";"";"";"";"";"";"10.0";"24.0";"";"";"";"";"";"";
"08.07.2016 08:30";"28.2";"739.9";"754.9";"";"72";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"07.07.2016 17:30";"31.0";"737.5";"752.5";"";"62";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"07.07.2016 08:30";"22.8";"739.7";"754.9";"";"";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.07.2016 17:30";"30.2";"738.1";"755.0";"";"66";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.2";"";"";"";"";"";"";
"06.07.2016 08:30";"30.0";"740.1";"755.2";"";"67";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.3";"";"";"";"";"";"";
"05.07.2016 17:30";"32.4";"738.5";"753.4";"";"58";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"23.2";"";"";"";"";"";"";
"05.07.2016 08:30";"29.4";"741.0";"756.1";"";"85";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"24.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"26.6";"";"";"";"";"";"";
"04.07.2016 17:30";"33.0";"739.1";"754.1";"";"55";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"35.5";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.9";"";"";"";"";"";"";
"04.07.2016 08:30";"29.4";"742.2";"757.3";"";"68";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"23.0";"";"";"";"";"";"";
"03.07.2016 17:30";"32.4";"738.9";"753.9";"";"55";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"36.5";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"03.07.2016 08:30";"30.0";"741.4";"756.6";"";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"02.07.2016 17:30";"33.2";"737.7";"752.6";"";"47";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"02.07.2016 08:30";"29.6";"739.6";"754.7";"";"64";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"26.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.2";"";"";"";"";"";"";
"01.07.2016 17:30";"33.0";"737.8";"752.7";"";"50";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"36.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.2";"";"";"";"";"";"";
"01.07.2016 08:30";"29.4";"740.7";"755.8";"";"68";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"30.06.2016 17:30";"30.6";"737.9";"753.0";"";"62";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.4";"";"";"";"";"";"";
"30.06.2016 08:30";"27.0";"740.4";"755.7";"";"70";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"29.06.2016 17:30";"28.6";"739.8";"755.0";"";"69";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"29.06.2016 08:30";"27.6";"740.2";"755.5";"";"73";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"22.3";"";"";"";"";"";"";
"28.06.2016 17:30";"29.4";"738.6";"753.7";"";"66";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"31.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"28.06.2016 08:30";"28.4";"739.6";"754.9";"";"72";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"27.06.2016 17:30";"31.0";"737.4";"752.5";"";"62";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"10.0";"22.9";"";"";"";"";"";"";
"27.06.2016 08:30";"28.2";"739.7";"754.9";"";"72";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"24.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.6";"";"";"";"";"";"";
"26.06.2016 17:30";"31.6";"738.6";"753.6";"";"54";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"21.2";"";"";"";"";"";"";
"26.06.2016 08:30";"28.0";"740.7";"756.0";"";"70";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"25.0";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"22.1";"";"";"";"";"";"";
"25.06.2016 17:30";"30.0";"739.9";"754.6";"";"55";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.0";"";"";"";"";"";"";
"25.06.2016 08:30";"25.0";"740.8";"756.3";"";"79";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"22.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"1000-1500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"21.1";"";"";"";"";"";"";
"24.06.2016 17:30";"28.4";"738.6";"753.7";"";"55";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"";"";"";"";"";"";
"24.06.2016 08:30";"25.4";"740.5";"755.8";"";"73";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"22.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"20.2";"";"";"";"";"";"";
"23.06.2016 17:30";"27.4";"739.6";"754.9";"";"77";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"32.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"23.0";"";"";"";"";"";"";
"23.06.2016 08:30";"24.2";"741.5";"757.0";"";"83";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"22.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"Sky obscured by fog and/or other meteorological phenomena.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"21.2";"";"";"";"";"";"";
