# Weather station Harnai, India, WMO_ID=43109,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43109&lang=en
#
"Local time in Harnai";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.01.2016 14:30";"31.2";"758.9";"760.6";"-1.5";"51";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"29.01.2016 11:30";"30.2";"760.4";"762.1";"1.0";"50";"Wind blowing from the south-southeast";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.8";"";"";"";"";"";"";
"29.01.2016 08:30";"22.8";"759.4";"761.2";"";"64";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.5";"";"";"";"";"";"";
"28.01.2016 17:30";"28.2";"757.2";"758.9";"";"66";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"29.5";"";"";"";"";"";"4.0";"21.3";"";"";"";"";"";"";
"28.01.2016 14:30";"29.2";"757.7";"759.4";"-2.4";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"28.01.2016 11:30";"28.4";"760.1";"761.8";"0.6";"46";"Wind blowing from the south-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"15.8";"";"";"";"";"";"";
"28.01.2016 08:30";"19.6";"759.5";"761.3";"";"71";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.1";"";"";"";"";"";"";
"27.01.2016 17:30";"26.6";"758.0";"759.7";"-0.5";"58";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.5";"";"";"";"";"";"4.0";"17.7";"";"";"";"";"";"";
"27.01.2016 14:30";"26.8";"758.5";"760.2";"-1.6";"47";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"14.5";"";"";"";"";"";"";
"27.01.2016 11:30";"24.8";"760.1";"761.8";"0.4";"50";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"13.6";"";"";"";"";"";"";
"27.01.2016 08:30";"19.0";"759.7";"761.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"16.7";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"26.01.2016 17:30";"26.8";"757.7";"759.4";"-0.3";"61";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.5";"";"";"";"";"";"4.0";"18.7";"";"";"";"";"";"";
"26.01.2016 14:30";"27.8";"758.0";"759.7";"-1.6";"51";"Wind blowing from the west-northwest";"4";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"16.6";"";"";"";"";"";"";
"26.01.2016 11:30";"26.4";"759.6";"761.3";"0.4";"48";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"26.01.2016 08:30";"19.6";"759.2";"761.0";"";"59";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.2";"";"";"";"";"";"";"4.0";"11.2";"";"";"";"";"";"";
"25.01.2016 17:30";"27.0";"757.4";"759.1";"-0.6";"68";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"29.8";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"25.01.2016 14:30";"27.4";"758.0";"759.7";"-2.1";"48";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"15.3";"";"";"";"";"";"";
"25.01.2016 11:30";"27.2";"760.1";"761.8";"0.6";"45";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"25.01.2016 08:30";"21.6";"759.5";"761.3";"";"69";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.0";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"24.01.2016 17:30";"28.0";"757.9";"759.6";"-1.0";"69";"Wind blowing from the east-northeast";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.6";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"24.01.2016 14:30";"30.4";"758.9";"760.6";"-1.5";"54";"Wind blowing from the east-northeast";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"20.1";"";"";"";"";"";"";
"24.01.2016 11:30";"29.6";"760.4";"762.1";"0.6";"52";"Wind blowing from the south";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.01.2016 08:30";"24.6";"759.8";"761.5";"";"51";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"21.0";"";"";"";"";"";"";"4.0";"13.7";"";"";"";"";"";"";
"23.01.2016 17:30";"27.8";"757.8";"759.5";"-1.0";"67";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"30.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.2";"";"";"";"";"";"";
"23.01.2016 14:30";"28.8";"758.8";"760.5";"-1.8";"44";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"15.5";"";"";"";"";"";"";
"23.01.2016 11:30";"27.8";"760.6";"762.3";"1.0";"43";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"14.1";"";"";"";"";"";"";
"23.01.2016 08:30";"23.2";"759.6";"761.4";"";"39";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"8.6";"";"";"";"";"";"";
"22.01.2016 17:30";"28.0";"757.5";"759.2";"-0.8";"63";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"34.0";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"22.01.2016 14:30";"31.6";"758.3";"760.0";"-1.8";"29";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"11.4";"";"";"";"";"";"";
"22.01.2016 11:30";"30.8";"760.1";"761.8";"0.3";"26";"Wind blowing from the east-southeast";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.1";"";"";"";"";"";"";
"22.01.2016 08:30";"21.8";"759.8";"761.6";"";"36";"Wind blowing from the east";"3";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.0";"";"";"";"";"";"";
"21.01.2016 17:30";"28.6";"757.5";"759.2";"-0.7";"64";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"33.7";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"21.01.2016 14:30";"30.2";"758.2";"759.9";"-2.2";"27";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"21.01.2016 11:30";"29.4";"760.4";"762.1";"-0.1";"25";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"7.2";"";"";"";"";"";"";
"21.01.2016 08:30";"21.6";"760.5";"762.3";"";"37";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.4";"";"";"";"";"";"";"4.0";"6.2";"";"";"";"";"";"";
"20.01.2016 17:30";"26.8";"757.4";"759.1";"-0.8";"42";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"20.01.2016 14:30";"26.6";"758.2";"759.9";"-1.9";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"20.01.2016 11:30";"25.4";"760.1";"761.8";"0.7";"43";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"20.01.2016 08:30";"22.2";"759.4";"761.2";"";"41";"Wind blowing from the south-southwest";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.1";"";"";"";"";"";"";"4.0";"8.2";"";"";"";"";"";"";
"19.01.2016 17:30";"27.2";"756.5";"758.2";"";"45";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"29.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"14.2";"";"";"";"";"";"";
"19.01.2016 14:30";"27.6";"";"758.6";"";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"19.01.2016 11:30";"26.8";"";"760.3";"";"42";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"12.8";"";"";"";"";"";"";
"19.01.2016 08:30";"21.6";"";"759.7";"";"49";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.3";"";"";"";"";"";"";
"18.01.2016 17:30";"26.6";"";"757.1";"";"51";"Wind blowing from the north-west";"5";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.5";"";"";"";"";"";"";
"18.01.2016 14:30";"26.6";"";"757.6";"";"55";"Wind blowing from the west-northwest";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"16.9";"";"";"";"";"";"";
"18.01.2016 11:30";"27.0";"";"760.3";"";"52";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"";"";"";"";"";"4.0";"16.4";"";"";"";"";"";"";
"18.01.2016 08:30";"22.0";"";"759.9";"";"68";"Wind blowing from the east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.4";"";"";"";"";"";"";"4.0";"15.7";"";"";"";"";"";"";
"17.01.2016 17:30";"26.4";"";"757.5";"";"57";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.1";"";"";"";"";"";"";
"17.01.2016 14:30";"27.4";"";"758.1";"";"53";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"16.9";"";"";"";"";"";"";
"17.01.2016 11:30";"27.6";"";"760.7";"";"48";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"15.5";"";"";"";"";"";"";
"17.01.2016 08:30";"21.0";"";"760.0";"";"73";"Wind blowing from the south-east";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.4";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.01.2016 17:30";"26.8";"";"758.2";"";"59";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.0";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"16.01.2016 14:30";"28.0";"";"758.7";"";"48";"Wind blowing from the west-northwest";"2";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"16.01.2016 11:30";"26.0";"";"760.7";"";"52";"Wind blowing from the west-northwest";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.5";"";"";"";"";"";"";
"16.01.2016 08:30";"21.4";"";"760.0";"";"74";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"15.01.2016 17:30";"26.6";"";"758.5";"";"65";"Wind blowing from the north-west";"2";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.5";"";"";"";"";"";"";
"15.01.2016 14:30";"27.4";"";"759.1";"";"59";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"2000-2500";"";"";"4.0";"18.7";"";"";"";"";"";"";
"15.01.2016 11:30";"25.4";"";"761.1";"";"64";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.1";"";"";"";"";"";"";
"15.01.2016 08:30";"20.8";"";"760.6";"";"82";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.6";"";"";"";"";"";"";
"14.01.2016 17:30";"26.6";"";"761.7";"";"68";"Wind blowing from the north-west";"3";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"27.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.2";"";"";"";"";"";"";
"14.01.2016 14:30";"28.0";"";"759.4";"";"62";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.1";"";"";"";"";"";"";
"14.01.2016 11:30";"25.8";"";"761.5";"";"67";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.3";"";"";"";"";"";"";
"14.01.2016 08:30";"20.8";"";"761.0";"";"82";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"17.6";"";"";"";"";"";"";
"13.01.2016 17:30";"26.8";"";"758.1";"";"71";"Wind blowing from the west-northwest";"3";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"28.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"21.1";"";"";"";"";"";"";
"13.01.2016 14:30";"27.6";"";"758.7";"";"57";"Wind blowing from the north-west";"4";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.2";"";"";"";"";"";"";
"13.01.2016 11:30";"26.0";"";"760.9";"";"55";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.3";"";"";"";"";"";"";
"13.01.2016 08:30";"20.8";"";"761.1";"";"75";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.2";"";"";"";"";"";"";
"12.01.2016 17:30";"27.6";"";"758.6";"";"63";"Wind blowing from the north-west";"3";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"29.0";"";"";"";"";"";"4.0";"20.0";"";"";"";"";"";"";
"12.01.2016 14:30";"29.0";"";"759.1";"";"51";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.7";"";"";"";"";"";"";
"12.01.2016 11:30";"26.8";"";"761.4";"";"55";"Wind blowing from the west-northwest";"1";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"12.01.2016 08:30";"21.2";"";"761.5";"";"65";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.3";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"14.4";"";"";"";"";"";"";
"11.01.2016 17:30";"28.2";"";"759.8";"";"61";"Wind blowing from the west-northwest";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"31.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"20.0";"";"";"";"";"";"";
"11.01.2016 14:30";"31.0";"";"760.0";"";"42";"Wind blowing from the north-northwest";"1";"";"";"10%  or less, but not 0";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.8";"";"";"";"";"";"";
"11.01.2016 11:30";"29.2";"";"762.1";"";"45";"Wind blowing from the west-northwest";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"11.01.2016 08:30";"23.6";"";"761.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"19.6";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
