# Weather station Udgir, India, WMO_ID=43076,selection from 03.08.2014 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43076&lang=en
#
"Local time in Udgir";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.03.2016 08:30";"31.4";"703.0";"755.2";"";"18";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"10.0";"4.6";"";"";"";"";"";"";
"30.03.2016 17:30";"37.4";"701.7";"752.8";"";"16";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"39.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"7.9";"";"";"";"";"";"";
"30.03.2016 08:30";"30.2";"702.8";"755.2";"";"28";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"29.03.2016 17:30";"36.8";"701.4";"752.6";"";"18";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"";"39.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.0";"";"";"";"";"";"";
"29.03.2016 08:30";"30.2";"703.1";"755.6";"";"53";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"28.03.2016 17:30";"35.2";"701.4";"752.8";"";"26";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"12.9";"";"";"";"";"";"";
"28.03.2016 08:30";"27.6";"703.1";"756.0";"";"47";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"10.0";"15.3";"";"";"";"";"";"";
"27.03.2016 17:30";"33.8";"700.5";"752.1";"";"29";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Drizzle (not freezing) or snow grains not falling as shower(s). ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"39.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"1500-2000";"Altostratus opacus or Nimbostratus.";"";"10.0";"13.5";"";"";"";"";"";"";
"27.03.2016 08:30";"31.2";"701.9";"754.1";"";"31";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
"26.03.2016 17:30";"37.0";"701.3";"752.4";"";"24";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"40.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"13.4";"";"";"";"";"";"";
"25.03.2016 17:30";"38.6";"701.3";"752.2";"";"31";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.7";"";"";"";"";"";"";
"25.03.2016 08:30";"30.2";"703.5";"756.0";"";"44";"Wind blowing from the south";"2";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.7";"";"";"";"";"";"";
"24.03.2016 17:30";"37.2";"701.9";"753.0";"";"20";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"39.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.8";"";"";"";"";"";"";
"24.03.2016 08:30";"34.6";"703.5";"755.2";"";"38";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"23.03.2016 17:30";"36.6";"700.7";"751.9";"";"15";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"38.5";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"23.03.2016 08:30";"29.8";"702.0";"754.5";"";"22";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"22.03.2016 17:30";"35.0";"700.1";"751.5";"";"17";"Wind blowing from the north";"0";"";"";"no clouds";" ";"";"";"";"38.4";"";"";"";"";"";"10.0";"6.1";"";"";"";"";"";"";
"22.03.2016 08:30";"29.0";"701.2";"753.7";"";"22";"Wind blowing from the north";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"21.03.2016 17:30";"35.1";"700.5";"751.9";"";"19";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"37.1";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"21.03.2016 08:30";"30.2";"702.8";"755.2";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.0";"";"";"";"";"";"";
"20.03.2016 17:30";"36.0";"701.5";"752.8";"";"22";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"10.8";"";"";"";"";"";"";
"20.03.2016 08:30";"30.0";"702.7";"755.2";"";"33";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"19.03.2016 17:30";"36.0";"701.5";"752.8";"";"21";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"19.03.2016 08:30";"30.2";"702.8";"755.2";"";"49";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.2";"";"";"";"";"";"";
"18.03.2016 17:30";"36.0";"700.3";"751.5";"";"30";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"38.2";"";"";"";"";"";"10.0";"15.9";"";"";"";"";"";"";
"18.03.2016 08:30";"29.8";"702.0";"754.5";"";"55";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"17.03.2016 17:30";"36.2";"700.7";"751.9";"";"21";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"38.0";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"17.03.2016 08:30";"28.2";"701.0";"753.7";"";"51";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"17.2";"";"";"";"";"";"";
"16.03.2016 17:30";"36.0";"700.3";"751.5";"";"21";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"37.2";"";"";"";"";"";"10.0";"10.3";"";"";"";"";"";"";
"16.03.2016 08:30";"27.0";"700.8";"753.7";"";"64";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"15.03.2016 17:30";"35.0";"700.1";"751.5";"";"22";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"";"36.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"10.1";"";"";"";"";"";"";
"15.03.2016 08:30";"27.2";"702.3";"755.2";"";"33";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.6";"";"";"";"";"";"";
"14.03.2016 17:30";"32.8";"700.8";"752.6";"";"28";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.0";"";"";"";"";"";"";
"14.03.2016 08:30";"26.0";"702.4";"755.6";"";"57";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"13.03.2016 17:30";"35.4";"701.6";"753.0";"";"30";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"15.4";"";"";"";"";"";"";
"13.03.2016 08:30";"27.8";"701.7";"754.5";"";"47";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"12.03.2016 17:30";"35.2";"701.5";"753.0";"";"32";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"37.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.0";"";"";"";"";"";"";
"12.03.2016 08:30";"29.0";"701.9";"754.5";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.7";"";"";"";"";"";"";
"11.03.2016 17:30";"35.4";"701.6";"753.0";"";"32";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"16.3";"";"";"";"";"";"";
"11.03.2016 08:30";"28.2";"703.2";"756.0";"";"38";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"12.4";"";"";"";"";"";"";
"10.03.2016 17:30";"35.2";"701.2";"752.6";"";"29";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"37.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"14.7";"";"";"";"";"";"";
"10.03.2016 08:30";"29.4";"703.4";"756.0";"";"33";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"11.5";"";"";"";"";"";"";
"09.03.2016 17:30";"33.6";"700.5";"752.2";"";"34";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.8";"";"";"";"";"";"";
"09.03.2016 08:30";"27.5";"701.7";"754.5";"";"37";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"11.6";"";"";"";"";"";"";
"08.03.2016 17:30";"33.4";"699.8";"751.5";"";"30";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"36.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.8";"";"";"";"";"";"";
"08.03.2016 08:30";"27.4";"701.6";"754.5";"";"55";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.6";"";"";"";"";"";"";
"07.03.2016 17:30";"33.8";"700.6";"752.2";"";"48";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.2";"";"";"";"";"";"";
"07.03.2016 08:30";"26.2";"701.8";"754.9";"";"53";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"06.03.2016 17:30";"32.4";"700.3";"752.2";"";"66";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.3";"";"";"";"";"";"";
"06.03.2016 08:30";"27.4";"702.0";"754.9";"";"63";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"19.8";"";"";"";"";"";"";
"05.03.2016 17:30";"32.2";"700.7";"752.6";"";"67";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"33.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"25.4";"";"";"";"";"";"";
"05.03.2016 08:30";"23.8";"702.4";"756.0";"";"78";"Wind blowing from the south";"1";"";"";"100%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.8";"";"";"";"";"";"";
"04.03.2016 17:30";"31.0";"700.9";"753.0";"";"34";"Wind blowing from the south";"1";"";"";"40%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.4";"";"";"";"";"";"";
"04.03.2016 08:30";"26.0";"703.5";"756.7";"";"67";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"19.4";"";"";"";"";"";"";
"03.03.2016 17:30";"30.2";"702.8";"755.2";"";"44";"Wind blowing from the north";"0";"";"";"50%.";" ";"";"";"";"32.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"16.7";"";"";"";"";"";"";
"03.03.2016 08:30";"24.0";"704.5";"758.2";"";"68";"Wind blowing from the east";"1";"";"";"50%.";"Clouds generally forming or developing. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.8";"";"";"";"";"";"";
"02.03.2016 17:30";"22.4";"701.8";"755.6";"";"80";"Wind blowing from the west";"1";"";"";"100%.";"Rain and snow or ice pellets not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"18.7";"";"";"";"";"";"";
"02.03.2016 08:30";"22.4";"701.8";"755.6";"";"80";"Wind blowing from the west";"1";"";"";"100%.";"Rain and snow or ice pellets not falling as shower(s). ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2000-2500";"Altostratus opacus or Nimbostratus.";"";"10.0";"18.7";"";"";"";"";"";"";
"01.03.2016 17:30";"31.8";"702.0";"754.1";"";"66";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"32.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"24.6";"";"";"";"";"";"";
"01.03.2016 08:30";"24.0";"703.8";"757.5";"";"71";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"18.5";"";"";"";"";"";"";
"29.02.2016 17:30";"32.2";"702.7";"754.8";"";"40";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"34.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"17.0";"";"";"";"";"";"";
"29.02.2016 08:30";"24.5";"705.0";"758.6";"";"66";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.6";"";"";"";"";"";"";
"28.02.2016 17:30";"31.8";"703.4";"755.6";"";"51";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"20.5";"";"";"";"";"";"";
"28.02.2016 08:30";"24.0";"704.9";"758.6";"";"67";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"17.5";"";"";"";"";"";"";
"27.02.2016 17:30";"31.2";"702.7";"754.9";"";"43";"Wind blowing from the south";"3";"";"";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"Storm";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"33.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"2000-2500";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"17.2";"";"";"";"";"";"";
"27.02.2016 08:30";"26.8";"704.3";"757.5";"";"66";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"20.0";"";"";"";"";"";"";
"26.02.2016 17:30";"34.0";"702.0";"753.7";"";"28";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"35.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus opacus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"12.9";"";"";"";"";"";"";
"26.02.2016 08:30";"26.8";"702.9";"756.0";"";"55";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.9";"";"";"";"";"";"";
"25.02.2016 17:30";"35.0";"702.0";"753.5";"";"22";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"38.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.1";"";"";"";"";"";"";
"25.02.2016 08:30";"27.0";"701.6";"754.5";"";"73";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"24.02.2016 08:30";"27.4";"700.9";"753.7";"";"80";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"23.02.2016 08:30";"29.0";"702.3";"754.9";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.2";"";"";"";"";"";"";
"22.02.2016 17:30";"36.8";"702.4";"753.7";"";"26";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"14.5";"";"";"";"";"";"";
"22.02.2016 08:30";"27.4";"703.0";"756.0";"";"";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.02.2016 17:30";"34.8";"702.7";"754.3";"";"27";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"36.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"13.2";"";"";"";"";"";"";
"21.02.2016 08:30";"26.0";"702.8";"756.0";"";"55";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.3";"";"";"";"";"";"";
"20.02.2016 17:30";"34.8";"702.7";"754.3";"";"26";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"10.0";"12.7";"";"";"";"";"";"";
"20.02.2016 08:30";"26.6";"704.3";"757.5";"";"41";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"22.2";"";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"19.02.2016 17:30";"33.2";"701.6";"753.4";"";"31";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"18.02.2016 17:30";"33.0";"702.2";"754.1";"";"31";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"10.0";"13.6";"";"";"";"";"";"";
"18.02.2016 08:30";"25.2";"703.3";"756.7";"";"49";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"17.02.2016 17:30";"32.0";"702.4";"754.5";"";"18";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"34.8";"";"";"";"";"";"10.0";"5.2";"";"";"";"";"";"";
"17.02.2016 08:30";"24.8";"703.2";"756.7";"";"44";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"16.02.2016 17:30";"31.8";"702.4";"754.5";"";"30";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"33.8";"";"";"";"";"";"10.0";"12.3";"";"";"";"";"";"";
