# Weather station Wardha, India, WMO_ID=42939,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42939&lang=en
#
"Local time in Wardha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.03.2016 17:30";"36.0";"731.4";"754.7";"";"30";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.8";"";"";"";"";"";"";
"08.03.2016 08:30";"23.6";"734.1";"758.5";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"16.0";"";"";"";"";"";"";
"07.03.2016 17:30";"34.7";"731.8";"755.2";"";"26";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.7";"";"";"";"";"";"";
"07.03.2016 08:30";"22.6";"735.1";"759.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.5";"";"";"";"";"";"";"2.0";"18.5";"";"";"";"";"";"";
"06.03.2016 17:30";"35.1";"731.8";"755.2";"";"26";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"06.03.2016 08:30";"21.8";"734.8";"759.4";"";"89";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.9";"";"";"";"";"";"";
"05.03.2016 17:30";"34.5";"732.2";"755.7";"";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.2";"";"";"";"";"";"";
"05.03.2016 08:30";"21.6";"735.5";"760.1";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"17.4";"";"";"";"";"";"";
"04.03.2016 17:30";"29.0";"734.0";"757.9";"";"46";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"36.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"04.03.2016 08:30";"23.0";"736.3";"760.8";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.8";"";"";"";"";"";"";"4.0";"16.5";"";"";"";"";"";"";
"03.03.2016 17:30";"35.0";"735.6";"759.1";"";"32";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"16.1";"";"";"";"";"";"";
"03.03.2016 08:30";"23.5";"737.4";"761.9";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"21.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"19.0";"";"";"";"";"";"";
"02.03.2016 17:30";"34.5";"734.7";"758.2";"";"34";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"02.03.2016 08:30";"23.6";"736.5";"761.0";"";"81";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"4.0";"20.2";"";"";"";"";"";"";
"01.03.2016 17:30";"29.9";"734.9";"758.8";"";"49";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"34.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.9";"";"";"";"";"";"";
"01.03.2016 08:30";"20.6";"737.6";"762.4";"";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.7";"";"";"";"";"";"";
"29.02.2016 17:30";"27.7";"735.6";"759.7";"";"56";"Wind blowing from the east-northeast";"2";"";"";"60%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.2";"";"";"";"";"";"";
"29.02.2016 08:30";"22.5";"738.9";"763.5";"";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.2";"";"";"";"";"";"";
"28.02.2016 17:30";"34.0";"736.1";"759.7";"";"38";"Wind blowing from the east-southeast";"2";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.6";"";"";"";"";"";"";
"28.02.2016 08:30";"23.8";"738.6";"763.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.6";"";"";"";"";"";"";"2.0";"21.1";"";"";"";"";"";"";
"27.02.2016 17:30";"34.0";"734.5";"758.1";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"34.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.1";"";"";"";"";"";"";
"27.02.2016 08:30";"22.4";"737.7";"762.3";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.9";"";"";"";"";"";"";
"26.02.2016 17:30";"35.5";"733.8";"757.2";"";"37";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"36.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.7";"";"";"";"";"";"";
"26.02.2016 08:30";"24.4";"736.1";"760.5";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.4";"";"";"";"";"";"";
"25.02.2016 08:30";"23.5";"734.6";"759.0";"";"39";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.9";"";"";"";"";"";"";
"24.02.2016 17:30";"34.5";"731.7";"755.1";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.5";"";"";"";"";"";"";
"24.02.2016 08:30";"24.0";"734.1";"758.5";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"6.4";"";"";"";"";"";"";
"23.02.2016 17:30";"34.2";"732.3";"755.8";"";"26";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"12.1";"";"";"";"";"";"";
"23.02.2016 08:30";"23.0";"736.2";"760.7";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.6";"";"";"";"";"";"";"4.0";"10.3";"";"";"";"";"";"";
"22.02.2016 17:30";"34.5";"734.1";"757.6";"";"27";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"35.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.9";"";"";"";"";"";"";
"22.02.2016 08:30";"24.4";"736.5";"760.9";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.2";"";"";"";"";"";"";
"21.02.2016 17:30";"36.2";"733.1";"756.5";"";"21";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"38.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"";"";"";"";
"21.02.2016 08:30";"23.0";"735.6";"760.1";"";"55";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"13.4";"";"";"";"";"";"";
"20.02.2016 17:30";"36.0";"735.4";"758.8";"";"29";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"15.4";"";"";"";"";"";"";
"20.02.2016 08:30";"20.0";"737.2";"762.0";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.2";"";"";"";"";"";"";"4.0";"12.2";"";"";"";"";"";"";
"19.02.2016 17:30";"35.1";"736.0";"759.5";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"16.9";"";"";"";"";"";"";
"19.02.2016 08:30";"18.6";"737.7";"762.6";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"12.1";"";"";"";"";"";"";
"18.02.2016 17:30";"35.0";"735.9";"759.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"16.1";"";"";"";"";"";"";
"18.02.2016 08:30";"19.0";"737.3";"762.2";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.8";"";"";"";"";"";"";"4.0";"12.6";"";"";"";"";"";"";
"17.02.2016 17:30";"34.0";"735.6";"759.2";"";"34";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"35.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"15.9";"";"";"";"";"";"";
"17.02.2016 08:30";"20.4";"737.5";"762.3";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.8";"";"";"";"";"";"";"4.0";"13.4";"";"";"";"";"";"";
"16.02.2016 17:30";"33.6";"734.7";"758.3";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"14.9";"";"";"";"";"";"";
"16.02.2016 08:30";"21.0";"736.6";"761.3";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"18.4";"";"";"";"";"";"";"4.0";"14.1";"";"";"";"";"";"";
"15.02.2016 17:30";"33.0";"734.7";"758.4";"";"36";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"33.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.2";"";"";"";"";"";"";
"15.02.2016 08:30";"23.2";"736.1";"760.6";"";"53";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"13.2";"";"";"";"";"";"";
"14.02.2016 17:30";"32.0";"734.2";"757.9";"";"41";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"33.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"14.02.2016 08:30";"18.0";"735.7";"760.6";"";"88";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"16.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"16.0";"";"";"";"";"";"";
"13.02.2016 17:30";"33.0";"733.8";"757.4";"";"33";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"34.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"14.5";"";"";"";"";"";"";
"13.02.2016 08:30";"21.8";"734.8";"759.4";"";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.5";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"12.02.2016 17:30";"32.8";"732.5";"756.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.1";"";"";"";"";"";"10.0";"14.2";"";"";"";"";"";"";
"12.02.2016 08:30";"18.0";"734.8";"759.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"17.0";"";"";"";"";"";"";"4.0";"9.2";"";"";"";"";"";"";
"11.02.2016 17:30";"33.0";"733.1";"756.7";"";"35";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"35.0";"";"";"";"";"";"10.0";"15.4";"";"";"";"";"";"";
"11.02.2016 08:30";"20.4";"733.6";"758.2";"";"75";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"19.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"15.7";"";"";"";"";"";"";
"10.02.2016 17:30";"34.0";"732.0";"755.5";"";"39";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.0";"";"";"";"";"";"";
"10.02.2016 08:30";"18.6";"734.9";"759.7";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.5";"";"";"";"";"";"";"4.0";"10.9";"";"";"";"";"";"";
"09.02.2016 17:30";"31.0";"734.3";"758.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.2";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"09.02.2016 08:30";"18.0";"736.8";"761.8";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"8.3";"";"";"";"";"";"";
"08.02.2016 17:30";"31.0";"734.6";"758.4";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"4.0";"12.4";"";"";"";"";"";"";
"08.02.2016 08:30";"17.0";"736.6";"761.6";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.4";"";"";"";"";"";"";
"07.02.2016 17:30";"32.3";"735.3";"759.0";"";"36";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"07.02.2016 08:30";"21.2";"737.4";"762.1";"";"72";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"19.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"15.9";"";"";"";"";"";"";
"06.02.2016 17:30";"31.5";"732.7";"756.4";"";"40";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"33.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.5";"";"";"";"";"";"";
"06.02.2016 08:30";"17.6";"734.7";"759.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.0";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"05.02.2016 17:30";"30.6";"734.5";"758.3";"";"31";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"11.4";"";"";"";"";"";"";
"05.02.2016 08:30";"15.6";"737.0";"762.2";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"04.02.2016 17:30";"29.5";"736.4";"760.4";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"30.5";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"04.02.2016 08:30";"17.0";"737.6";"762.7";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"8.4";"";"";"";"";"";"";
"03.02.2016 17:30";"31.5";"734.9";"758.7";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.1";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"03.02.2016 08:30";"19.0";"736.8";"761.7";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"11.8";"";"";"";"";"";"";
"02.02.2016 17:30";"34.2";"735.2";"758.8";"";"30";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"36.1";"";"";"";"";"";"10.0";"14.5";"";"";"";"";"";"";
"02.02.2016 08:30";"17.6";"737.0";"762.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.2";"";"";"";"";"";"";"4.0";"11.4";"";"";"";"";"";"";
"01.02.2016 17:30";"34.0";"734.9";"758.5";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.9";"";"";"";"";"";"10.0";"14.6";"";"";"";"";"";"";
"01.02.2016 08:30";"18.0";"736.6";"761.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"16.4";"";"";"";"";"";"";"4.0";"10.6";"";"";"";"";"";"";
"31.01.2016 17:30";"34.7";"730.8";"754.2";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.9";"";"";"";"";"";"4.0";"14.2";"";"";"";"";"";"";
"31.01.2016 08:30";"17.6";"736.4";"761.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.2";"";"";"";"";"";"";"4.0";"9.7";"";"";"";"";"";"";
"30.01.2016 17:30";"34.2";"735.1";"758.7";"";"28";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"30.01.2016 08:30";"17.2";"737.6";"762.7";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.0";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"29.01.2016 17:30";"31.5";"737.0";"760.8";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.5";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"29.01.2016 08:30";"17.6";"738.2";"763.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"15.5";"";"";"";"";"";"";"4.0";"10.5";"";"";"";"";"";"";
"28.01.2016 17:30";"31.9";"734.8";"758.5";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"33.0";"";"";"";"";"";"10.0";"11.7";"";"";"";"";"";"";
"28.01.2016 08:30";"15.6";"736.6";"761.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"12.4";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"27.01.2016 17:30";"32.1";"733.8";"757.5";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.0";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"27.01.2016 08:30";"16.4";"735.5";"760.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"14.5";"";"";"";"";"";"";"4.0";"10.8";"";"";"";"";"";"";
"26.01.2016 17:30";"30.6";"733.4";"757.2";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"32.6";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"26.01.2016 08:30";"15.0";"735.7";"760.9";"";"59";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.5";"";"";"";"";"";"";"4.0";"7.1";"";"";"";"";"";"";
"25.01.2016 17:30";"29.6";"734.6";"758.5";"";"25";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"31.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.5";"";"";"";"";"";"";
"25.01.2016 08:30";"12.2";"737.4";"762.9";"";"56";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"24.01.2016 17:30";"28.4";"736.7";"760.8";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"29.5";"";"";"";"";"";"10.0";"13.2";"";"";"";"";"";"";
"24.01.2016 08:30";"12.5";"734.3";"759.7";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.0";"";"";"";"";"";"";"4.0";"2.3";"";"";"";"";"";"";
"23.01.2016 17:30";"26.5";"737.8";"762.1";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"10.0";"9.9";"";"";"";"";"";"";
"23.01.2016 08:30";"11.0";"739.4";"765.1";"";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.4";"";"";"";"";"";"";"4.0";"0.3";"";"";"";"";"";"";
"22.01.2016 17:30";"25.0";"737.6";"762.0";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"4.0";"6.0";"";"";"";"";"";"";
"22.01.2016 08:30";"12.4";"739.5";"765.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"5.1";"";"";"";"";"";"";
"21.01.2016 17:30";"24.5";"737.3";"761.7";"";"31";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"26.0";"";"";"";"";"";"10.0";"6.2";"";"";"";"";"";"";
"21.01.2016 08:30";"13.0";"739.1";"764.6";"";"77";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.6";"";"";"";"";"";"";"4.0";"9.1";"";"";"";"";"";"";
"20.01.2016 17:30";"25.9";"735.4";"759.6";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"27.9";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
