# Weather station Shillong, India, WMO_ID=42516,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42516&lang=en
#
"Local time in Shillong";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.02.2016 17:30";"15.2";"631.2";"";"0.1";"62";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"22.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.0";"";"";"";"";"";"";
"24.02.2016 14:30";"18.2";"631.1";"";"-0.5";"64";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.2";"";"";"";"";"";"";
"24.02.2016 11:30";"19.6";"631.6";"";"-0.9";"34";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.1";"";"";"";"";"";"";
"24.02.2016 08:30";"16.2";"632.5";"";"2.4";"38";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"1500-2000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.9";"";"";"";"";"";"";
"24.02.2016 05:30";"9.4";"630.1";"";"";"40";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-3.7";"";"";"";"";"";"";
"23.02.2016 20:30";"13.2";"631.9";"";"0.9";"75";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"8.9";"";"";"";"";"";"";
"23.02.2016 17:30";"15.4";"631.0";"";"0.0";"66";"Wind blowing from the south-west";"1";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.7";"Stratocumulus cumulogenitus.";"20–30%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"9.1";"";"";"";"";"";"";
"23.02.2016 14:30";"20.2";"631.0";"";"-1.2";"41";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.5";"";"";"";"";"";"";
"23.02.2016 11:30";"19.6";"632.2";"";"0.0";"38";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.7";"";"";"";"";"";"";
"23.02.2016 08:30";"15.4";"632.2";"";"1.8";"46";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.7";"";"";"";"";"";"";
"23.02.2016 05:30";"10.2";"630.4";"";"";"56";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"1.8";"";"";"";"";"";"";
"22.02.2016 20:30";"11.2";"631.9";"";"1.5";"59";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"22.02.2016 17:30";"15.0";"630.4";"";"0.1";"37";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"22.1";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"0.3";"";"";"";"";"";"";
"22.02.2016 14:30";"21.2";"630.3";"";"-0.8";"22";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-1.5";"";"";"";"";"";"";
"22.02.2016 11:30";"20.6";"631.1";"";"0.3";"36";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.1";"";"";"";"";"";"";
"22.02.2016 08:30";"17.2";"630.8";"";"1.6";"58";"Wind blowing from the south-west";"5";"";"";"20–30%.";" ";"";"";"13.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"22.02.2016 05:30";"13.6";"629.2";"";"";"76";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.4";"";"";"";"";"";"";
"21.02.2016 20:30";"15.6";"630.3";"";"-11.6";"77";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.6";"";"";"";"";"";"";
"21.02.2016 17:30";"27.4";"641.9";"761.2";"13.2";"90";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"31.8";"";"";"600-1000";"";"";"2.0";"25.7";"";"";"";"";"";"";
"21.02.2016 14:30";"21.0";"628.7";"";"-1.3";"52";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.6";"";"";"";"";"";"";
"21.02.2016 11:30";"22.4";"630.0";"";"0.0";"44";"Wind blowing from the north-west";"6";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.6";"";"";"";"";"";"";
"21.02.2016 08:30";"18.6";"630.0";"";"1.6";"61";"Wind blowing from the north-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"14.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"10.9";"";"";"";"";"";"";
"21.02.2016 05:30";"14.6";"628.4";"";"";"82";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.6";"";"";"";"";"";"";
"20.02.2016 20:30";"15.2";"630.6";"";"0.6";"82";"Wind blowing from the north-west";"2";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.0";"12.2";"";"";"";"";"";"";
"20.02.2016 17:30";"15.8";"630.0";"";"-0.3";"82";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"0.5";"12.8";"";"";"";"";"";"";
"20.02.2016 14:30";"19.6";"630.3";"";"-1.3";"67";"Calm, no wind";"0";"";"";"50%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"13.2";"";"";"";"";"";"";
"20.02.2016 11:30";"19.8";"631.6";"";"-0.6";"62";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.3";"";"";"";"";"";"";
"20.02.2016 08:30";"16.0";"632.2";"";"1.1";"75";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"11.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"11.6";"";"";"";"";"";"";
"20.02.2016 05:30";"14.6";"628.4";"";"";"82";"Wind blowing from the north-west";"5";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"11.6";"";"";"";"";"";"";
"19.02.2016 20:30";"13.8";"632.1";"";"1.4";"84";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"11.1";"";"";"";"";"";"";
"19.02.2016 17:30";"16.4";"630.7";"";"0.4";"81";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"20.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"13.1";"";"";"";"";"";"";
"19.02.2016 14:30";"19.4";"630.3";"";"-1.4";"66";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"12.9";"";"";"";"";"";"";
"19.02.2016 11:30";"18.4";"631.7";"";"-1.0";"64";"Wind blowing from the north-west";"1";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.4";"";"";"";"";"";"";
"19.02.2016 08:30";"14.0";"632.7";"";"1.7";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.3";"";"";"";"";"";"";"2.0";"11.3";"";"";"";"";"";"";
"19.02.2016 05:30";"10.2";"631.0";"";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"9.1";"";"";"";"";"";"";
"18.02.2016 20:30";"11.4";"632.2";"";"1.3";"96";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"10.7";"";"";"";"";"";"";
"18.02.2016 17:30";"15.4";"630.9";"";"0.2";"81";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"12.1";"";"";"";"";"";"";
"18.02.2016 14:30";"18.2";"630.7";"";"";"67";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"11.9";"";"";"";"";"";"";
"18.02.2016 08:30";"14.2";"632.7";"";"0.8";"71";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"8.4";"";"";"";"";"";"";"4.0";"8.9";"";"";"";"";"";"";
"18.02.2016 05:30";"9.2";"631.9";"";"";"95";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.5";"";"";"";"";"";"";
"17.02.2016 20:30";"12.4";"632.8";"";"0.8";"75";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.0";"";"";"";"";"";"";
"17.02.2016 17:30";"15.8";"632.0";"";"0.0";"68";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"22.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"9.9";"";"";"";"";"";"";
"17.02.2016 14:30";"21.0";"632.0";"";"-1.8";"36";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"300-600";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.4";"";"";"";"";"";"";
"17.02.2016 11:30";"20.0";"633.8";"";"-0.4";"41";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"6.2";"";"";"";"";"";"";
"17.02.2016 08:30";"16.0";"634.2";"";"1.7";"50";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"9.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.5";"";"";"";"";"";"";
"17.02.2016 05:30";"11.6";"632.5";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.0";"";"";"";"";"";"";
"16.02.2016 20:30";"12.4";"633.7";"";"1.1";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"5.5";"";"";"";"";"";"";
"16.02.2016 17:30";"14.0";"632.6";"";"0.3";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.2";"";"";"";"";"";"2.0";"8.6";"";"";"";"";"";"";
"16.02.2016 14:30";"19.0";"632.3";"";"-1.7";"48";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.6";"";"";"";"";"";"";
"16.02.2016 11:30";"17.6";"634.0";"";"0.0";"49";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"16.02.2016 08:30";"13.8";"634.0";"";"1.2";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.3";"";"";"";"";"";"";"4.0";"4.5";"";"";"";"";"";"";
"16.02.2016 05:30";"8.2";"632.8";"";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"7.0";"";"";"";"";"";"";
"15.02.2016 20:30";"11.8";"634.1";"";"1.6";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"15.02.2016 17:30";"15.0";"632.5";"";"0.1";"66";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"16.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"8.6";"";"";"";"";"";"";
"15.02.2016 14:30";"17.2";"632.4";"";"-1.1";"58";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.8";"";"";"";"";"";"";
"15.02.2016 11:30";"17.4";"633.5";"";"-0.5";"52";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.3";"";"";"";"";"";"";
"15.02.2016 08:30";"15.2";"634.0";"";"1.5";"52";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.1";"";"";"";"";"";"";"4.0";"5.4";"";"";"";"";"";"";
"15.02.2016 05:30";"11.4";"632.5";"";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"14.02.2016 20:30";"11.0";"633.1";"";"1.5";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"6.9";"";"";"";"";"";"";
"14.02.2016 17:30";"13.6";"631.6";"";"0.5";"74";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"9.0";"";"";"";"";"";"";
"14.02.2016 14:30";"17.0";"631.1";"";"-0.8";"56";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"8.1";"";"";"";"";"";"";
"14.02.2016 11:30";"18.4";"631.9";"";"-0.1";"29";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"14.02.2016 08:30";"13.6";"632.0";"";"1.4";"55";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"8.5";"";"";"";"";"";"";"4.0";"4.7";"";"";"";"";"";"";
"14.02.2016 05:30";"9.4";"630.6";"";"";"68";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"3.7";"";"";"";"";"";"";
"13.02.2016 20:30";"11.2";"631.3";"";"0.8";"61";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"4.0";"";"";"";"";"";"";
"13.02.2016 17:30";"12.2";"630.5";"";"-0.1";"67";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"18.5";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"6.1";"";"";"";"";"";"";
"13.02.2016 14:30";"17.0";"630.6";"";"-1.1";"28";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-1.8";"";"";"";"";"";"";
"13.02.2016 11:30";"17.8";"631.7";"";"0.1";"28";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"13.02.2016 08:30";"13.8";"631.6";"";"1.5";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.9";"";"";"";"";"";"";"10.0";"-5.4";"";"";"";"";"";"";
"13.02.2016 05:30";"8.8";"630.1";"";"";"41";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"-4.0";"";"";"";"";"";"";
"12.02.2016 20:30";"9.0";"630.4";"";"1.5";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.7";"";"";"";"";"";"";
"12.02.2016 17:30";"13.8";"628.9";"";"0.1";"48";"Wind blowing from the south-west";"3";"";"";"20–30%.";" ";"";"";"";"19.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.0";"";"";"";"";"";"";
"12.02.2016 14:30";"18.0";"628.8";"";"-1.0";"33";"Wind blowing from the south-west";"4";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.6";"";"";"";"";"";"";
"12.02.2016 11:30";"18.8";"629.8";"";"-0.6";"40";"Wind blowing from the west";"1";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.0";"";"";"";"";"";"";
"12.02.2016 08:30";"13.4";"630.4";"";"1.5";"71";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"9.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"8.3";"";"";"";"";"";"";
"12.02.2016 05:30";"10.4";"628.9";"";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"7.0";"";"";"";"";"";"";
"11.02.2016 20:30";"10.8";"629.5";"";"0.6";"80";"Wind blowing from the south-west";"4";"";"";"40%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"200-300";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"7.4";"";"";"";"";"";"";
"11.02.2016 17:30";"12.6";"628.9";"";"0.0";"73";"Wind blowing from the south-west";"3";"";"";"50%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"19.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"50-100";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"7.8";"";"";"";"";"";"";
"11.02.2016 14:30";"17.0";"628.9";"";"-1.4";"39";"Wind blowing from the west";"3";"";"";"60%.";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.9";"";"";"";"";"";"";
