# Weather station Karvar, India, WMO_ID=43225,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43225&lang=en
#
"Local time in Karvar";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.04.2014 08:30";"29.2";"758.6";"759.0";"";"83";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.9";"";"Stratocumulus cumulogenitus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.1";"";"";"";"";"";"";
"17.04.2014 14:30";"30.6";"757.0";"757.3";"";"73";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"17.04.2014 08:30";"28.0";"757.4";"757.8";"";"82";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"25.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.6";"";"";"";"";"";"";
"16.04.2014 14:30";"32.6";"757.0";"757.4";"";"64";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.0";"";"";"";"";"";"";
"16.04.2014 08:30";"27.2";"758.6";"759.0";"";"76";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.5";"";"";"";"";"";"";
"15.04.2014 14:30";"33.8";"757.6";"757.9";"";"56";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"15.04.2014 08:30";"26.8";"759.1";"759.5";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"";"";"23.9";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.7";"";"";"";"";"";"";
"14.04.2014 14:30";"34.6";"757.5";"757.9";"";"49";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.4";"";"";"";"";"";"";
"14.04.2014 08:30";"25.2";"758.8";"759.1";"";"76";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"10.0";"20.6";"";"";"";"";"";"";
"13.04.2014 14:30";"34.6";"757.2";"757.6";"";"48";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.1";"";"";"";"";"";"";
"13.04.2014 08:30";"25.8";"759.1";"759.4";"";"81";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"10.0";"22.2";"";"";"";"";"";"";
"12.04.2014 14:30";"33.6";"756.4";"756.8";"";"58";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.2";"";"";"";"";"";"";
"12.04.2014 08:30";"27.4";"758.4";"758.8";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"10.0";"23.3";"";"";"";"";"";"";
"11.04.2014 14:30";"33.6";"757.3";"757.7";"";"60";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"11.04.2014 08:30";"27.6";"759.9";"760.3";"";"78";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"24.9";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.5";"";"";"";"";"";"";
"10.04.2014 14:30";"35.8";"757.3";"757.6";"";"44";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"10.04.2014 08:30";"27.6";"760.0";"760.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"09.04.2014 14:30";"35.0";"758.1";"758.5";"";"54";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"09.04.2014 08:30";"27.6";"760.0";"760.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.9";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"08.04.2014 14:30";"34.8";"758.0";"758.4";"";"58";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.3";"";"";"";"";"";"";
"08.04.2014 08:30";"28.0";"760.0";"760.3";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"25.7";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"07.04.2014 14:30";"33.6";"758.2";"758.5";"";"66";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.4";"";"";"";"";"";"";
"07.04.2014 08:30";"30.0";"759.9";"760.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"28.5";"";"";"";"";"";"";"4.0";"26.1";"";"";"";"";"";"";
"06.04.2014 14:30";"34.0";"757.5";"757.9";"";"57";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.4";"";"";"";"";"";"";
"06.04.2014 08:30";"28.6";"759.4";"759.7";"";"79";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"25.7";"";"Stratocumulus cumulogenitus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.6";"";"";"";"";"";"";
"05.04.2014 14:30";"34.0";"757.0";"757.4";"";"59";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.0";"";"";"";"";"";"";
"05.04.2014 08:30";"28.4";"758.5";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"25.9";"";"";"";"";"";"";"4.0";"25.0";"";"";"";"";"";"";
"04.04.2014 14:30";"32.6";"756.5";"756.9";"";"70";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.5";"";"";"";"";"";"";
"04.04.2014 08:30";"29.2";"757.6";"758.0";"";"83";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.3";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.1";"";"";"";"";"";"";
"03.04.2014 14:30";"35.2";"755.4";"755.8";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.1";"";"";"";"";"";"";
"03.04.2014 08:30";"27.0";"756.4";"756.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"24.9";"";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"02.04.2014 14:30";"34.6";"755.6";"756.0";"";"50";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"02.04.2014 08:30";"26.4";"757.4";"757.8";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"24.3";"34.8";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"01.04.2014 14:30";"34.2";"756.3";"756.7";"";"56";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"01.04.2014 08:30";"27.2";"757.6";"757.9";"";"83";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"25.4";"35.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.0";"";"";"";"";"";"";
"31.03.2014 14:30";"33.4";"756.6";"757.0";"";"61";"Wind blowing from the south-southwest";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.9";"";"";"";"";"";"";
"31.03.2014 08:30";"28.2";"758.5";"758.9";"";"85";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"";"";"26.1";"33.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.4";"";"";"";"";"";"";
"30.03.2014 14:30";"32.8";"756.7";"757.0";"";"62";"Wind blowing from the south-west";"2";"";"";"60%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.6";"";"";"";"";"";"";
"30.03.2014 08:30";"28.8";"757.6";"758.0";"";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"25.1";"35.4";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.2";"";"";"";"";"";"";
"29.03.2014 14:30";"34.0";"755.8";"756.2";"";"55";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.7";"";"";"";"";"";"";
"29.03.2014 08:30";"26.0";"757.9";"758.3";"";"78";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"24.2";"35.4";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"28.03.2014 14:30";"35.6";"757.3";"757.6";"";"56";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"28.03.2014 08:30";"27.0";"759.4";"759.8";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"24.9";"34.4";"";"";"";"";"";"4.0";"24.1";"";"";"";"";"";"";
"27.03.2014 14:30";"34.2";"757.4";"757.8";"";"62";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"27.03.2014 08:30";"27.0";"758.6";"759.0";"";"78";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"";"";"25.5";"35.6";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.9";"";"";"";"";"";"";
"26.03.2014 14:30";"34.8";"755.5";"755.8";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"26.03.2014 08:30";"26.0";"757.7";"758.1";"";"78";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"23.7";"34.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"21.8";"";"";"";"";"";"";
"25.03.2014 14:30";"34.2";"756.5";"756.9";"";"58";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"24.9";"";"";"";"";"";"";
"25.03.2014 08:30";"25.2";"758.6";"759.0";"";"87";"Calm, no wind";"0";"";"";"20–30%.";"Haze. ";"";"";"23.4";"34.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.8";"";"";"";"";"";"";
"24.03.2014 14:30";"34.0";"757.5";"757.9";"";"56";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.0";"";"";"";"";"";"";
"24.03.2014 08:30";"26.0";"759.1";"759.5";"";"83";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"24.3";"34.8";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"22.8";"";"";"";"";"";"";
"23.03.2014 14:30";"33.6";"756.4";"756.8";"";"56";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.6";"";"";"";"";"";"";
"23.03.2014 08:30";"23.8";"757.6";"757.9";"";"76";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.5";"35.4";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"22.03.2014 14:30";"35.0";"756.3";"756.7";"";"46";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"22.03.2014 08:30";"25.0";"757.4";"757.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.2";"34.0";"";"";"";"";"";"4.0";"21.1";"";"";"";"";"";"";
"21.03.2014 14:30";"33.2";"756.8";"757.2";"";"60";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.4";"";"";"";"";"";"";
"21.03.2014 08:30";"27.4";"758.5";"758.9";"";"86";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"25.9";"34.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"24.8";"";"";"";"";"";"";
"20.03.2014 14:30";"33.6";"757.3";"757.6";"";"63";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.5";"";"";"";"";"";"";
"20.03.2014 08:30";"27.0";"759.5";"759.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.9";"33.8";"";"";"";"";"";"10.0";"24.1";"";"";"";"";"";"";
"19.03.2014 14:30";"33.2";"757.7";"758.1";"";"59";"Wind blowing from the south-west";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.1";"";"";"";"";"";"";
"19.03.2014 08:30";"24.6";"759.2";"759.6";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.5";"35.2";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"18.03.2014 14:30";"34.8";"758.5";"758.8";"";"59";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"18.03.2014 08:30";"25.2";"760.2";"760.6";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.5";"35.0";"";"";"";"";"";"4.0";"21.6";"";"";"";"";"";"";
"17.03.2014 14:30";"34.2";"758.5";"758.9";"";"45";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"20.8";"";"";"";"";"";"";
"17.03.2014 08:30";"28.6";"761.0";"761.4";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.1";"36.8";"";"";"";"";"";"10.0";"24.6";"";"";"";"";"";"";
"16.03.2014 14:30";"36.0";"758.5";"758.9";"";"49";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"16.03.2014 08:30";"25.2";"761.8";"762.1";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.1";"34.0";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"15.03.2014 14:30";"33.0";"758.8";"759.1";"";"61";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"24.5";"";"";"";"";"";"";
"15.03.2014 08:30";"25.0";"761.0";"761.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.1";"36.2";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"14.03.2014 14:30";"34.6";"756.8";"757.2";"";"32";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"15.5";"";"";"";"";"";"";
"14.03.2014 08:30";"24.2";"759.7";"760.0";"";"71";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"21.8";"36.4";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"13.03.2014 14:30";"35.8";"757.5";"757.9";"";"37";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.8";"";"";"";"";"";"";
"13.03.2014 08:30";"24.8";"759.7";"760.1";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"22.5";"34.4";"";"";"";"";"";"4.0";"21.5";"";"";"";"";"";"";
"12.03.2014 14:30";"32.8";"757.9";"758.2";"";"53";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.0";"";"";"";"";"";"";
"12.03.2014 08:30";"25.6";"760.1";"760.5";"";"82";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"23.3";"35.2";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"22.3";"";"";"";"";"";"";
"11.03.2014 14:30";"33.8";"758.2";"758.5";"";"53";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.8";"";"";"";"";"";"";
"11.03.2014 08:30";"25.2";"759.5";"759.9";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.4";"34.8";"";"";"";"";"";"4.0";"22.2";"";"";"";"";"";"";
"10.03.2014 14:30";"34.0";"757.9";"758.3";"";"54";"Wind blowing from the west-northwest";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.4";"";"";"";"";"";"";
"10.03.2014 08:30";"26.0";"760.1";"760.5";"";"89";"Calm, no wind";"0";"";"";"60%.";"Haze. ";"";"";"24.5";"35.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"24.0";"";"";"";"";"";"";
"09.03.2014 14:30";"34.6";"757.6";"758.0";"";"47";"Wind blowing from the north-west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.7";"";"";"";"";"";"";
"09.03.2014 08:30";"25.4";"760.0";"760.4";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"23.3";"34.8";"";"";"";"";"";"4.0";"22.4";"";"";"";"";"";"";
"08.03.2014 14:30";"33.6";"758.4";"758.8";"";"57";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"23.9";"";"";"";"";"";"";
"08.03.2014 08:30";"23.6";"760.0";"760.4";"";"78";"Calm, no wind";"0";"";"";"50%.";"Haze. ";"";"";"21.2";"34.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"19.6";"";"";"";"";"";"";
"07.03.2014 14:30";"33.4";"758.2";"758.5";"";"51";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"22.0";"";"";"";"";"";"";
"07.03.2014 08:30";"22.4";"759.9";"760.3";"";"81";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.2";"34.0";"";"";"";"";"";"4.0";"18.9";"";"";"";"";"";"";
"06.03.2014 14:30";"32.4";"758.5";"758.8";"";"48";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.1";"";"";"";"";"";"";
"06.03.2014 08:30";"22.6";"760.2";"760.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"";"";"20.7";"34.0";"";"";"";"";"";"4.0";"19.8";"";"";"";"";"";"";
"05.03.2014 14:30";"33.4";"758.6";"759.0";"";"45";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"05.03.2014 08:30";"22.6";"760.5";"760.9";"";"83";"Calm, no wind";"0";"";"";"40%.";"Haze. ";"";"";"20.5";"33.6";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.5";"";"";"";"";"";"";
"04.03.2014 14:30";"32.6";"758.5";"758.8";"";"42";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"18.1";"";"";"";"";"";"";
"04.03.2014 08:30";"22.8";"759.7";"760.1";"";"88";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"Haze. ";"";"";"20.7";"32.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"20.7";"";"";"";"";"";"";
