# Weather station Gulbarga, India, WMO_ID=43121,selection from 11.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43121&lang=en
#
"Local time in Gulbarga";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.10.2015 14:30";"33.4";"719.2";"756.4";"";"35";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"15.9";"";"";"";"";"";"";
"28.10.2015 08:30";"24.6";"722.0";"760.4";"";"71";"Wind blowing from the north-east";"1";"";"";"50%.";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"21.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"18.9";"";"";"";"";"";"";
"27.10.2015 14:30";"33.0";"720.3";"757.6";"";"39";"Wind blowing from the north-northeast";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"27.10.2015 08:30";"25.4";"722.8";"761.2";"";"75";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"22.4";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"26.10.2015 14:30";"33.2";"720.2";"757.4";"";"33";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.8";"";"";"";"";"";"";
"26.10.2015 08:30";"26.0";"723.2";"761.6";"";"83";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.9";"";"";"";"";"";"";
"25.10.2015 14:30";"34.0";"720.1";"757.3";"";"36";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"16.7";"";"";"";"";"";"";
"25.10.2015 08:30";"26.0";"722.6";"760.9";"";"70";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"24.10.2015 14:30";"35.0";"718.6";"755.5";"";"35";"Wind blowing from the east-southeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.3";"";"";"";"";"";"";
"24.10.2015 08:30";"27.2";"721.4";"759.4";"";"65";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"22.8";"";"";"";"";"";"";"10.0";"20.1";"";"";"";"";"";"";
"23.10.2015 14:30";"34.6";"719.5";"756.5";"";"32";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.4";"";"";"";"";"";"";
"23.10.2015 08:30";"26.4";"721.9";"760.0";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"10.0";"21.1";"";"";"";"";"";"";
"22.10.2015 14:30";"34.6";"719.0";"756.0";"";"33";"Wind blowing from the north-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"22.10.2015 08:30";"27.6";"722.0";"760.0";"";"68";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.7";"";"";"";"";"";"";"10.0";"21.2";"";"";"";"";"";"";
"21.10.2015 14:30";"35.0";"718.3";"755.2";"";"30";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"21.10.2015 08:30";"26.8";"721.3";"759.4";"";"71";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"21.0";"";"";"";"";"";"";
"20.10.2015 14:30";"33.8";"718.8";"755.9";"";"33";"Wind blowing from the east-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"20.10.2015 08:30";"26.8";"721.6";"759.8";"";"66";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"21.9";"";"";"";"";"";"";"10.0";"20.0";"";"";"";"";"";"";
"19.10.2015 14:30";"34.0";"720.3";"757.5";"";"35";"Wind blowing from the south-east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.3";"";"";"";"";"";"";
"19.10.2015 08:30";"27.4";"723.4";"761.5";"";"83";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.9";"";"";"";"";"";"";"10.0";"24.3";"";"";"";"";"";"";
"18.10.2015 14:30";"34.4";"720.4";"757.5";"";"44";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.6";"";"";"";"";"";"";
"18.10.2015 08:30";"27.0";"723.4";"761.7";"";"86";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"17.10.2015 14:30";"33.8";"719.8";"757.0";"";"48";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.2";"";"";"";"";"";"";
"17.10.2015 08:30";"26.8";"723.1";"761.3";"";"86";"Wind blowing from the east-northeast";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.3";"";"";"";"";"";"";
"16.10.2015 14:30";"34.6";"719.7";"756.6";"";"41";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.4";"";"";"";"";"";"";
"16.10.2015 08:30";"27.2";"721.9";"759.9";"";"82";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"23.8";"";"";"";"";"";"";
"15.10.2015 14:30";"35.8";"719.1";"756.0";"";"27";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"13.8";"";"";"";"";"";"";
"15.10.2015 08:30";"28.0";"721.4";"759.4";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.3";"";"";"";"";"";"";"10.0";"20.7";"";"";"";"";"";"";
"14.10.2015 14:30";"35.2";"719.6";"756.6";"";"22";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.5";"";"";"";"";"";"";
"14.10.2015 08:30";"27.4";"722.4";"760.5";"";"65";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.5";"";"";"";"";"";"";"10.0";"20.3";"";"";"";"";"";"";
"13.10.2015 14:30";"34.4";"719.5";"756.6";"";"26";"Wind blowing from the north-northeast";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"12.1";"";"";"";"";"";"";
"13.10.2015 08:30";"27.0";"721.8";"760.0";"";"73";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"21.8";"";"";"";"";"";"";
"12.10.2015 14:30";"33.8";"719.6";"756.8";"";"33";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.6";"";"";"";"";"";"";
"12.10.2015 08:30";"27.4";"721.9";"759.9";"";"85";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"24.1";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"24.6";"";"";"";"";"";"";
"11.10.2015 14:30";"30.6";"719.4";"757.0";"";"58";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altostratus translucidus.";"";"10.0";"21.4";"";"";"";"";"";"";
"11.10.2015 08:30";"24.8";"721.7";"760.1";"";"95";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"";"10.0";"23.9";"";"";"";"";"";"";
"10.10.2015 14:30";"33.6";"717.4";"754.4";"";"46";"Wind blowing from the west-southwest";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"20.3";"";"";"";"";"";"";
"10.10.2015 08:30";"26.8";"720.4";"758.5";"";"79";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"10.0";"22.8";"";"";"";"";"";"";
"09.10.2015 14:30";"33.4";"716.4";"753.3";"";"33";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.8";"";"";"";"";"";"";
"09.10.2015 08:30";"27.0";"719.5";"756.9";"";"73";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"21.8";"";"";"";"";"";"";
"08.10.2015 14:30";"32.6";"717.1";"754.3";"";"37";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"16.0";"";"";"";"";"";"";
"08.10.2015 08:30";"25.6";"719.8";"758.0";"";"75";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"20.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"20.9";"";"";"";"";"";"";
"07.10.2015 14:30";"33.2";"717.3";"752.8";"";"32";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"14.4";"";"";"";"";"";"";
"07.10.2015 08:30";"26.8";"716.6";"757.7";"";"64";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"10.0";"19.3";"";"";"";"";"";"";
"06.10.2015 14:30";"33.0";"717.1";"754.3";"";"36";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"06.10.2015 08:30";"25.4";"720.1";"758.3";"";"69";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"21.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"19.4";"";"";"";"";"";"";
"05.10.2015 14:30";"32.4";"717.7";"754.9";"";"44";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"18.8";"";"";"";"";"";"";
"05.10.2015 08:30";"25.0";"720.7";"759.1";"";"86";"Wind blowing from the north-northeast";"2";"";"";"50%.";" ";"";"";"22.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"22.4";"";"";"";"";"";"";
"04.10.2015 14:30";"32.4";"717.6";"754.8";"";"56";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.5";"";"";"";"";"";"";
"04.10.2015 08:30";"24.8";"721.3";"759.7";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"22.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"23.1";"";"";"";"";"";"";
"03.10.2015 14:30";"34.2";"718.2";"755.2";"";"46";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"21.0";"";"";"";"";"";"";
"03.10.2015 08:30";"26.4";"721.4";"759.5";"";"83";"Wind blowing from the north-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"23.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"23.3";"";"";"";"";"";"";
"02.10.2015 14:30";"33.8";"718.9";"756.0";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.9";"";"";"";"";"";"";
"02.10.2015 08:30";"26.6";"721.3";"758.0";"";"82";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"24.1";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"23.2";"";"";"";"";"";"";
"01.10.2015 14:30";"32.2";"718.2";"755.5";"";"53";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.3";"";"";"";"";"";"";
"01.10.2015 08:30";"27.6";"720.6";"758.5";"";"78";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"24.5";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus cumulonimbogenitus.";"10.0";"23.4";"";"";"";"";"";"";
"30.09.2015 14:30";"31.6";"717.7";"755.0";"";"56";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"21.9";"";"";"";"";"";"";
"30.09.2015 08:30";"27.2";"719.8";"757.8";"";"77";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"24.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.9";"";"";"";"";"";"";
"29.09.2015 14:30";"33.6";"716.9";"754.0";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.3";"";"";"";"";"";"";
"29.09.2015 08:30";"27.2";"718.6";"756.4";"";"73";"Wind blowing from the north-northeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"28.09.2015 14:30";"33.2";"716.0";"753.0";"";"36";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"28.09.2015 08:30";"27.2";"718.9";"756.8";"";"73";"Wind blowing from the north-northeast";"1";"";"";"20–30%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"22.0";"";"";"";"";"";"";
"27.09.2015 14:30";"33.4";"716.8";"753.8";"";"31";"Wind blowing from the north-northeast";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"14.2";"";"";"";"";"";"";
"27.09.2015 08:30";"26.8";"719.4";"757.5";"";"73";"Wind blowing from the north-northeast";"2";"";"";"40%.";" ";"";"";"22.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2000-2500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"21.6";"";"";"";"";"";"";
"26.09.2015 14:30";"31.0";"717.0";"754.4";"";"59";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"22.2";"";"";"";"";"";"";
"26.09.2015 08:30";"24.8";"719.0";"757.3";"";"94";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.9";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2000-2500";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"23.7";"";"";"";"";"";"";
"25.09.2015 14:30";"34.4";"715.7";"752.5";"";"43";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"20.2";"";"";"";"";"";"";
"25.09.2015 08:30";"27.2";"718.5";"756.4";"";"83";"Wind blowing from the north-northeast";"1";"";"";"60%.";" ";"";"";"25.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.1";"";"";"";"";"";"";
"24.09.2015 14:30";"34.4";"716.5";"753.4";"";"46";"Wind blowing from the north-northeast";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"24.09.2015 08:30";"28.6";"719.5";"757.3";"";"79";"Wind blowing from the north-northwest";"1";"";"";"40%.";" ";"";"";"25.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"24.7";"";"";"";"";"";"";
"23.09.2015 14:30";"34.8";"717.4";"754.3";"";"36";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"17.8";"";"";"";"";"";"";
"23.09.2015 08:30";"26.6";"720.1";"758.2";"";"82";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"23.2";"";"";"";"";"";"";
"22.09.2015 14:30";"32.4";"";"754.0";"";"43";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.4";"";"";"";"";"";"";
"22.09.2015 08:30";"25.6";"718.7";"756.9";"";"84";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"23.3";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"22.7";"";"";"";"";"";"";
"21.09.2015 14:30";"31.4";"715.3";"752.5";"";"42";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"17.1";"";"";"";"";"";"";
