# Weather station Comilla, Bangladesh, WMO_ID=41933,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=41933&lang=en
#
"Local time in Comilla";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.01.2013 12:00";"21.0";"760.5";"761.2";"";"69";"Wind blowing from the west";"1";"";"";"70 – 80%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"15.0";"";"";"";"";"";"";
"03.01.2013 06:00";"14.3";"759.6";"760.3";"";"92";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.8";"13.0";"";"";"";"";"";"";
"02.01.2013 18:00";"21.2";"758.6";"759.2";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.0";"";"";"";"";"";"3.0";"14.0";"";"";"";"";"";"";
"02.01.2013 12:00";"23.5";"759.8";"760.5";"";"48";"Wind blowing from the north-northwest";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"5.0";"12.0";"";"";"";"";"";"";
"02.01.2013 00:00";"13.4";"759.0";"759.7";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"13.0";"";"";"";"";"";"";
"01.01.2013 18:00";"20.5";"757.9";"758.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.5";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"01.01.2013 12:00";"21.9";"759.8";"760.4";"";"50";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"11.0";"";"";"";"";"";"";
"01.01.2013 06:00";"10.6";"759.2";"759.8";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.4";"10.6";"";"";"";"";"";"";
"01.01.2013 00:00";"13.4";"758.5";"759.2";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"12.0";"";"";"";"";"";"";
"31.12.2012 18:00";"19.5";"756.8";"757.4";"";"58";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.0";"";"";"";"";"";"2.0";"11.0";"";"";"";"";"";"";
"31.12.2012 12:00";"19.0";"759.8";"760.4";"";"78";"Wind blowing from the north";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"15.0";"";"";"";"";"";"";
"31.12.2012 06:00";"10.3";"758.6";"759.2";"";"98";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"10.0";"";"";"";"";"";"";
"31.12.2012 00:00";"12.8";"758.6";"759.3";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"12.0";"";"";"";"";"";"";
"30.12.2012 18:00";"18.6";"757.4";"758.0";"";"70";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"22.2";"";"";"";"";"";"3.0";"13.0";"";"";"";"";"";"";
"30.12.2012 12:00";"15.2";"759.9";"760.6";"";"87";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"30.12.2012 06:00";"10.4";"759.0";"759.7";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"10.4";"";"";"";"";"";"";
"30.12.2012 00:00";"11.9";"759.2";"759.8";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"11.0";"";"";"";"";"";"";
"29.12.2012 18:00";"17.5";"757.6";"758.2";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.5";"";"";"";"";"";"4.5";"12.0";"";"";"";"";"";"";
"29.12.2012 12:00";"14.4";"760.0";"760.7";"";"70";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"9.0";"";"";"";"";"";"";
"29.12.2012 00:00";"10.6";"759.2";"759.8";"";"100";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"10.6";"";"";"";"";"";"";
"28.12.2012 18:00";"14.4";"757.4";"758.1";"";"85";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"16.9";"";"";"";"";"";"3.0";"12.0";"";"";"";"";"";"";
"28.12.2012 06:00";"10.6";"758.5";"759.2";"";"100";"Wind blowing from the north";"0";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.6";"10.6";"";"";"";"";"";"";
"28.12.2012 00:00";"9.4";"759.1";"759.8";"";"97";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"9.0";"";"";"";"";"";"";
"27.12.2012 18:00";"13.8";"757.8";"758.5";"";"89";"Wind blowing from the north";"1";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"16.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.8";"12.0";"";"";"";"";"";"";
"27.12.2012 12:00";"14.3";"760.6";"761.3";"";"86";"Wind blowing from the north";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.5";"12.0";"";"";"";"";"";"";
"27.12.2012 06:00";"12.4";"759.3";"760.0";"";"97";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.6";"12.0";"";"";"";"";"";"";
"27.12.2012 00:00";"11.8";"759.9";"760.6";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"11.0";"";"";"";"";"";"";
"26.12.2012 18:00";"17.5";"758.3";"759.0";"";"70";"Wind blowing from the north";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.5";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"26.12.2012 12:00";"17.5";"760.4";"761.0";"";"61";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"5.0";"10.0";"";"";"";"";"";"";
"26.12.2012 00:00";"11.8";"760.1";"760.8";"";"100";"Wind blowing from the north-east";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.1";"11.8";"";"";"";"";"";"";
"25.12.2012 12:00";"15.6";"759.8";"760.4";"";"96";"Wind blowing from the north-west";"1";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"0.8";"15.0";"";"";"";"";"";"";
"25.12.2012 09:00";"13.3";"761.0";"761.6";"";"98";"Wind blowing from the north-west";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"11.7";"";"";"";"";"";"";"0.1";"13.0";"";"";"";"";"";"";
"25.12.2012 06:00";"13.0";"759.0";"759.7";"";"97";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"12.5";"";"";"";"";"";"";
"24.12.2012 18:00";"18.2";"758.1";"758.8";"";"82";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"21.4";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"24.12.2012 12:00";"15.2";"760.8";"761.5";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"14.0";"";"";"";"";"";"";
"24.12.2012 06:00";"13.5";"760.5";"761.2";"";"100";"Wind blowing from the north-west";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.4";"13.5";"";"";"";"";"";"";
"24.12.2012 00:00";"14.8";"760.8";"761.5";"";"95";"Wind blowing from the north-west";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"14.0";"";"";"";"";"";"";
"23.12.2012 18:00";"18.8";"758.8";"759.5";"";"84";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.4";"";"";"";"";"";"3.0";"16.0";"";"";"";"";"";"";
"23.12.2012 12:00";"20.2";"761.1";"761.8";"";"63";"Wind blowing from the north";"1";"";"";"no clouds";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"5.0";"13.0";"";"";"";"";"";"";
"22.12.2012 18:00";"16.0";"758.8";"759.4";"";"88";"Wind blowing from the north";"1";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"19.1";"";"";"";"";"";"1.5";"14.0";"";"";"";"";"";"";
"22.12.2012 12:00";"16.0";"761.6";"762.3";"";"82";"Wind blowing from the north-east";"1";"";"";"100%.";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus translucidus.";"";"0.5";"13.0";"";"";"";"";"";"";
"22.12.2012 00:00";"13.6";"760.4";"761.1";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.0";"13.0";"";"";"";"";"";"";
"21.12.2012 18:00";"19.5";"759.1";"759.8";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"23.3";"";"";"";"";"";"4.0";"12.0";"";"";"";"";"";"";
"21.12.2012 06:00";"15.0";"760.3";"761.0";"";"100";"Wind blowing from the north-east";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.3";"15.0";"";"";"";"";"";"";
"21.12.2012 00:00";"15.4";"760.2";"760.9";"";"97";"Wind blowing from the north";"1";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.2";"15.0";"";"";"";"";"";"";
"20.12.2012 18:00";"19.8";"758.1";"758.8";"";"79";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"23.6";"";"";"";"";"";"3.0";"16.0";"";"";"";"";"";"";
"20.12.2012 06:00";"12.5";"759.1";"759.8";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"12.3";"";"";"";"";"";"";
"20.12.2012 00:00";"14.4";"758.8";"759.4";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"13.0";"";"";"";"";"";"";
"19.12.2012 18:00";"18.7";"757.5";"758.2";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"20.8";"";"";"";"";"";"3.5";"17.0";"";"";"";"";"";"";
"19.12.2012 12:00";"19.2";"760.1";"760.8";"";"72";"Wind blowing from the west";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"4.0";"14.0";"";"";"";"";"";"";
"19.12.2012 00:00";"16.9";"760.4";"761.0";"";"94";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.8";"16.0";"";"";"";"";"";"";
"18.12.2012 12:00";"19.8";"760.3";"761.0";"";"79";"Wind blowing from the north";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.5";"16.0";"";"";"";"";"";"";
"18.12.2012 06:00";"16.0";"760.5";"761.2";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"16.0";"";"";"";"";"";"";
"17.12.2012 18:00";"21.3";"758.3";"759.0";"";"72";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.7";"";"";"";"";"";"3.0";"16.0";"";"";"";"";"";"";
"17.12.2012 12:00";"24.0";"760.7";"761.4";"";"47";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"5.0";"12.0";"";"";"";"";"";"";
"17.12.2012 06:00";"13.8";"760.3";"761.0";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.8";"13.0";"";"";"";"";"";"";
"16.12.2012 00:00";"18.5";"762.2";"762.9";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"3.0";"17.0";"";"";"";"";"";"";
"15.12.2012 18:00";"23.0";"759.9";"760.6";"";"69";"Wind blowing from the north-west";"1";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.2";"";"";"";"";"";"4.0";"17.0";"";"";"";"";"";"";
"15.12.2012 12:00";"25.2";"762.4";"763.1";"";"60";"Wind blowing from the north";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"17.0";"";"";"";"";"";"";
"15.12.2012 06:00";"16.9";"761.9";"762.6";"";"93";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.6";"15.7";"";"";"";"";"";"";
"15.12.2012 00:00";"19.4";"762.5";"763.2";"";"92";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"2.0";"18.0";"";"";"";"";"";"";
"14.12.2012 18:00";"23.9";"760.7";"761.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.8";"";"";"";"";"";"4.0";"18.0";"";"";"";"";"";"";
"14.12.2012 12:00";"26.2";"763.1";"763.8";"";"61";"Wind blowing from the north-east";"1";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"5.0";"18.0";"";"";"";"";"";"";
"14.12.2012 06:00";"16.1";"761.4";"784.6";"";"99";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, has begun or has become thicker during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"16.0";"";"";"";"";"";"";
"14.12.2012 00:00";"19.1";"761.2";"761.9";"";"93";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"1.5";"18.0";"";"";"";"";"";"";
"13.12.2012 18:00";"22.8";"759.4";"760.1";"";"90";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"27.0";"";"";"";"";"";"3.0";"21.0";"";"";"";"";"";"";
"13.12.2012 06:00";"15.6";"760.2";"760.9";"";"96";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"15.0";"";"";"";"";"";"";
"13.12.2012 00:00";"17.7";"759.8";"760.5";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.8";"17.0";"";"";"";"";"";"";
"12.12.2012 18:00";"22.0";"757.3";"758.0";"";"83";"Wind blowing from the south";"0";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"19.0";"";"";"";"";"";"";
"12.12.2012 12:00";"23.3";"759.2";"759.8";"";"72";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";"Mist. ";"Rain.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"18.0";"0.8";"2";"";"";"";"";
"12.12.2012 06:00";"18.0";"759.5";"760.2";"";"100";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, moderate at time of observation. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"3.0";"18.0";"2.0";"3";"";"";"";"";
"12.12.2012 00:00";"18.6";"759.1";"759.8";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky invisible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"18.0";"";"";"";"";"";"";
"11.12.2012 18:00";"21.8";"757.7";"758.6";"";"84";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"24.8";"";"";"";"";"";"2.0";"19.0";"";"";"";"";"";"";
"11.12.2012 06:00";"15.8";"758.8";"759.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"15.8";"";"";"";"";"";"";
"11.12.2012 00:00";"16.8";"758.7";"759.4";"";"95";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"0.5";"16.0";"";"";"";"";"";"";
"10.12.2012 18:00";"22.0";"757.4";"758.0";"";"83";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"26.4";"";"";"";"";"";"3.0";"19.0";"";"";"";"";"";"";
"08.12.2012 06:00";"14.0";"758.8";"759.4";"";"100";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"less than 0.1";"14.0";"";"";"";"";"";"";
"08.12.2012 00:00";"16.6";"758.8";"759.4";"";"96";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"1.5";"16.0";"";"";"";"";"";"";
"07.12.2012 18:00";"22.0";"756.9";"757.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.4";"";"";"";"";"";"0.3";"17.0";"";"";"";"";"";"";
"07.12.2012 12:00";"24.3";"758.5";"759.1";"";"53";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"3.0";"14.0";"";"";"";"";"";"";
"07.12.2012 06:00";"13.4";"758.9";"759.6";"";"91";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.4";"12.0";"";"";"";"";"";"";
"07.12.2012 00:00";"16.5";"759.2";"759.8";"";"97";"Wind blowing from the north";"0";"";"";"no clouds";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"2.5";"16.0";"";"";"";"";"";"";
"06.12.2012 18:00";"22.0";"757.4";"758.0";"";"64";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog in patches. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"26.6";"";"";"";"";"";"0.3";"15.0";"";"";"";"";"";"";
"06.12.2012 12:00";"24.5";"759.3";"760.0";"";"55";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"4.0";"15.0";"";"";"";"";"";"";
"06.12.2012 06:00";"14.2";"759.3";"760.0";"";"99";"Calm, no wind";"0";"";"";"no clouds";"Fog or ice fog, sky visible (has become thinner during the preceding hour). ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"14.0";"";"";"";"";"";"";
