# Weather station Medak, India, WMO_ID=43083,selection from 08.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43083&lang=en
#
"Local time in Medak";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.04.2016 08:30";"34.2";"717.4";"755.5";"";"30";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"23.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"";"";"";"";
"29.04.2016 17:30";"40.6";"714.1";"751.3";"";"26";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"43.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.5";"";"";"";"";"";"";
"29.04.2016 08:30";"36.2";"717.4";"755.1";"";"30";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.1";"";"";"";"";"";"";
"28.04.2016 17:30";"41.2";"713.6";"750.6";"";"22";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"42.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.7";"";"";"";"";"";"";
"28.04.2016 08:30";"34.2";"717.4";"755.5";"";"35";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"27.04.2016 17:30";"40.4";"713.8";"751.0";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.9";"";"";"";"";"";"20.0";"18.0";"";"";"";"";"";"";
"27.04.2016 08:30";"35.6";"717.7";"755.6";"";"35";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"28.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.8";"";"";"";"";"";"";
"26.04.2016 17:30";"40.6";"714.4";"751.6";"";"24";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"43.7";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"16.6";"";"";"";"";"";"";
"26.04.2016 08:30";"33.6";"717.7";"755.8";"";"53";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"28.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"22.6";"";"";"";"";"";"";
"25.04.2016 17:30";"42.2";"712.9";"749.7";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.5";"";"";"";"";"";"20.0";"12.4";"";"";"";"";"";"";
"25.04.2016 08:30";"32.2";"715.9";"754.3";"";"25";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.4";"";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"24.04.2016 17:30";"41.4";"711.7";"748.6";"";"20";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"20.0";"14.1";"";"";"";"";"";"";
"24.04.2016 08:30";"31.2";"715.9";"754.2";"";"24";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"24.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.1";"";"";"";"";"";"";
"23.04.2016 17:30";"40.0";"712.3";"749.5";"";"17";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.3";"";"";"";"";"";"20.0";"10.5";"";"";"";"";"";"";
"23.04.2016 08:30";"32.2";"716.7";"754.9";"";"25";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"26.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.8";"";"";"";"";"";"";
"22.04.2016 17:30";"42.2";"712.6";"749.4";"";"16";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"43.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"11.3";"";"";"";"";"";"";
"22.04.2016 08:30";"32.6";"716.8";"755.1";"";"34";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"28.2";"";"";"";"";"";"";"10.0";"14.8";"";"";"";"";"";"";
"21.04.2016 17:30";"43.0";"713.3";"750.1";"";"19";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"44.2";"";"";"";"";"";"20.0";"14.9";"";"";"";"";"";"";
"21.04.2016 08:30";"30.6";"717.7";"756.2";"";"50";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.9";"";"";"";"";"";"";
"20.04.2016 17:30";"40.8";"715.2";"752.4";"";"18";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"20.0";"12.5";"";"";"";"";"";"";
"20.04.2016 08:30";"30.2";"718.6";"757.1";"";"54";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"26.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.9";"";"";"";"";"";"";
"19.04.2016 17:30";"40.6";"714.8";"752.0";"";"17";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.8";"";"";"";"";"";"20.0";"11.1";"";"";"";"";"";"";
"19.04.2016 08:30";"30.8";"717.7";"756.2";"";"49";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"27.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.8";"";"";"";"";"";"";
"18.04.2016 17:30";"39.6";"712.0";"749.1";"";"23";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"41.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.0";"";"";"";"";"";"";
"18.04.2016 08:30";"32.2";"717.7";"755.9";"";"43";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"28.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.1";"";"";"";"";"";"";
"17.04.2016 17:30";"41.0";"713.2";"750.2";"";"19";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.4";"";"";"";"";"";"";
"17.04.2016 08:30";"35.2";"716.8";"754.7";"";"28";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"29.2";"";"";"";"";"";"";"10.0";"13.9";"";"";"";"";"";"";
"16.04.2016 17:30";"41.4";"712.6";"749.5";"";"23";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"44.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"16.5";"";"";"";"";"";"";
"16.04.2016 08:30";"33.2";"717.1";"755.2";"";"44";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"28.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.2";"";"";"";"";"";"";
"15.04.2016 17:30";"41.6";"714.3";"751.3";"";"23";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"43.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"16.8";"";"";"";"";"";"";
"15.04.2016 08:30";"34.6";"718.6";"756.7";"";"38";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.2";"";"";"";"";"";"";"10.0";"18.4";"";"";"";"";"";"";
"14.04.2016 17:30";"41.2";"713.5";"751.2";"";"18";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"43.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"12.2";"";"";"";"";"";"";
"14.04.2016 08:30";"32.2";"717.1";"754.6";"";"33";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"13.8";"";"";"";"";"";"";
"13.04.2016 17:30";"41.2";"712.8";"749.7";"";"18";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"43.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"12.2";"";"";"";"";"";"";
"13.04.2016 08:30";"33.2";"717.2";"755.9";"";"34";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"27.0";"";"";"";"";"";"";"10.0";"15.2";"";"";"";"";"";"";
"12.04.2016 17:30";"39.6";"714.7";"751.9";"";"25";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"43.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.9";"";"";"";"";"";"";
"12.04.2016 08:30";"34.2";"717.9";"756.7";"";"26";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"10.0";"12.1";"";"";"";"";"";"";
"11.04.2016 17:30";"40.2";"715.6";"752.8";"";"21";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"";"42.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.6";"";"";"";"";"";"";
"11.04.2016 08:30";"34.2";"719.5";"757.6";"";"26";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"26.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"10.04.2016 17:30";"39.6";"716.2";"753.5";"";"21";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"41.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.6";"";"";"";"";"";"";
"09.04.2016 17:30";"31.2";"719.9";"758.5";"";"41";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"26.2";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.6";"";"";"";"";"";"";
"09.04.2016 08:30";"32.2";"719.1";"757.4";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"10.0";"15.0";"";"";"";"";"";"";
"08.04.2016 17:30";"39.2";"714.8";"752.0";"";"19";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"20.0";"11.8";"";"";"";"";"";"";
"08.04.2016 08:30";"31.2";"718.8";"757.3";"";"24";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"10.0";"8.1";"";"";"";"";"";"";
"07.04.2016 17:30";"40.2";"714.8";"751.9";"";"18";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.8";"";"";"";"";"";"20.0";"12.0";"";"";"";"";"";"";
"07.04.2016 08:30";"34.2";"718.8";"756.9";"";"26";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"24.4";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"06.04.2016 17:30";"38.2";"715.5";"752.9";"";"23";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"39.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"13.7";"";"";"";"";"";"";
"06.04.2016 08:30";"31.6";"719.5";"758.0";"";"37";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"26.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"15.1";"";"";"";"";"";"";
"05.04.2016 17:30";"38.6";"714.3";"751.6";"";"23";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"";"42.0";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"60%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.3";"";"";"";"";"";"";
"05.04.2016 08:30";"33.6";"718.6";"756.7";"";"40";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"29.2";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.2";"";"";"";"";"";"";
"04.04.2016 17:30";"40.6";"714.4";"751.5";"";"23";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"43.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.7";"";"";"";"";"";"";
"04.04.2016 08:30";"32.6";"718.7";"757.0";"";"38";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"26.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"03.04.2016 17:30";"40.2";"715.2";"752.4";"";"28";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"42.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"18.2";"";"";"";"";"";"";
"03.04.2016 08:30";"32.6";"719.5";"757.9";"";"46";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"10.0";"19.6";"";"";"";"";"";"";
"02.04.2016 17:30";"39.6";"715.4";"752.7";"";"23";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"";"42.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.0";"";"";"";"";"";"";
"02.04.2016 08:30";"29.2";"718.9";"757.6";"";"51";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"24.7";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"01.04.2016 17:30";"39.2";"714.8";"752.0";"";"24";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"41.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"15.3";"";"";"";"";"";"";
"01.04.2016 08:30";"31.2";"718.9";"757.4";"";"44";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"17.4";"";"";"";"";"";"";
"31.03.2016 08:30";"30.2";"720.0";"758.7";"";"37";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"23.6";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.0";"";"";"";"";"";"";
"30.03.2016 17:30";"38.8";"716.3";"754.1";"";"31";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"41.2";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"19.0";"";"";"";"";"";"";
"30.03.2016 08:30";"32.2";"720.2";"758.8";"";"43";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"24.2";"";"";"";"";"";"";"10.0";"17.9";"";"";"";"";"";"";
"29.03.2016 17:30";"37.6";"717.5";"755.2";"";"30";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"40.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.3";"";"";"";"";"";"";
"29.03.2016 08:30";"26.6";"720.8";"760.0";"";"58";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"23.8";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"17.7";"";"";"";"";"";"";
"28.03.2016 17:30";"36.2";"717.1";"754.9";"";"31";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"39.2";"";"";"";"";"";"20.0";"16.5";"";"";"";"";"";"";
"28.03.2016 08:30";"28.6";"720.8";"759.7";"";"54";"Wind blowing from the south-east";"1";"";"";"40%.";" ";"";"";"23.4";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"18.3";"";"";"";"";"";"";
"27.03.2016 17:30";"37.8";"716.4";"754.0";"";"24";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"20.0";"14.0";"";"";"";"";"";"";
"27.03.2016 08:30";"25.8";"720.1";"759.4";"";"56";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"23.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"26.03.2016 17:30";"31.6";"717.4";"754.9";"";"47";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"20.0";"19.0";"";"";"";"";"";"";
"26.03.2016 08:30";"29.6";"720.8";"759.6";"";"55";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"25.03.2016 08:30";"31.2";"720.8";"759.4";"";"49";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"23.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.3";"";"";"";"";"";"";
"24.03.2016 17:30";"37.6";"717.1";"754.8";"";"35";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"20.0";"19.7";"";"";"";"";"";"";
"24.03.2016 08:30";"31.6";"720.1";"758.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"10.0";"18.3";"";"";"";"";"";"";
"23.03.2016 17:30";"36.6";"715.7";"753.4";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.2";"";"";"";"";"";"20.0";"21.7";"";"";"";"";"";"";
"23.03.2016 08:30";"31.2";"718.8";"757.3";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"10.0";"15.8";"";"";"";"";"";"";
"22.03.2016 08:30";"27.6";"718.9";"757.9";"";"37";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.0";"";"";"";"";"";"";"10.0";"11.6";"";"";"";"";"";"";
"21.03.2016 17:30";"37.8";"716.8";"754.5";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.0";"";"";"";"";"";"20.0";"15.4";"";"";"";"";"";"";
"21.03.2016 08:30";"30.2";"720.1";"758.8";"";"35";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"10.0";"13.1";"";"";"";"";"";"";
"19.03.2016 08:30";"30.2";"719.8";"758.5";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"10.0";"19.5";"";"";"";"";"";"";
"18.03.2016 17:30";"38.2";"715.1";"752.5";"";"27";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"40.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"16.0";"";"";"";"";"";"";
"17.03.2016 08:30";"28.4";"719.2";"758.0";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.7";"";"";"";"";"";"";"10.0";"21.5";"";"";"";"";"";"";
"16.03.2016 08:30";"27.0";"719.1";"758.2";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.3";"";"";"";"";"";"";"10.0";"21.9";"";"";"";"";"";"";
"15.03.2016 17:30";"35.6";"715.7";"753.5";"";"35";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"37.0";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"17.8";"";"";"";"";"";"";
"15.03.2016 08:30";"26.6";"720.1";"759.3";"";"72";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"21.2";"";"";"";"";"";"";
"14.03.2016 17:30";"36.6";"716.7";"754.4";"";"21";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.4";"";"";"";"";"";"20.0";"11.0";"";"";"";"";"";"";
"10.03.2016 08:30";"28.6";"720.1";"759.0";"";"48";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"22.0";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.4";"";"";"";"";"";"";
"07.03.2016 08:30";"29.6";"720.4";"759.2";"";"45";"Wind blowing from the north-east";"1";"";"";"20–30%.";" ";"";"";"20.2";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"16.5";"";"";"";"";"";"";
"06.03.2016 17:30";"33.8";"716.6";"754.7";"";"32";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"14.8";"";"";"";"";"";"";
"05.03.2016 08:30";"23.6";"721.2";"760.9";"";"78";"Wind blowing from the south-west";"1";"";"";"100%.";" ";"";"";"21.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"100%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"19.6";"";"";"";"";"";"";
"04.03.2016 17:30";"31.2";"718.0";"756.5";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"37.4";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"19.3";"";"";"";"";"";"";
