# Weather station Alapuzha, India, WMO_ID=43352,selection from 10.07.2013 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=43352&lang=en
#
"Local time in Alapuzha";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.07.2014 08:30";"25.2";"";"758.6";"";"95";"Calm, no wind";"0";"";"";"100%.";"Clouds generally forming or developing. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.8";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"";"4.0";"24.3";"";"";"";"";"";"";
"19.07.2014 14:30";"29.2";"";"756.9";"";"82";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.8";"";"";"";"";"";"";
"19.07.2014 08:30";"26.0";"";"758.5";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"4.0";"25.1";"";"";"";"";"";"";
"18.07.2014 14:30";"28.6";"";"756.4";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.6";"";"";"";"";"";"";
"18.07.2014 08:30";"25.2";"";"757.6";"";"96";"Wind blowing from the west";"1";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.1";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"";"10.0";"24.6";"";"";"";"";"";"";
"17.07.2014 14:30";"31.6";"";"756.1";"";"72";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"26.0";"";"";"";"";"";"";
"17.07.2014 08:30";"27.6";"";"757.0";"";"87";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.3";"";"";"";"";"";"";
"16.07.2014 14:30";"30.0";"";"756.4";"";"79";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.0";"";"";"";"";"";"";
"16.07.2014 08:30";"26.4";"";"757.6";"";"97";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"23.0";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"25.8";"";"";"";"";"";"";
"15.07.2014 14:30";"27.4";"";"755.7";"";"94";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"26.3";"";"";"";"";"";"";
"15.07.2014 08:30";"25.0";"";"756.7";"";"98";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"90  or more, but not 100%";"300-600";"Altostratus translucidus.";"";"4.0";"24.7";"";"";"";"";"";"";
"14.07.2014 14:30";"24.6";"";"756.7";"";"96";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"24.0";"";"";"";"";"";"";
"14.07.2014 08:30";"24.6";"";"757.3";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"23.4";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"23.8";"";"";"";"";"";"";
"13.07.2014 14:30";"26.4";"";"756.8";"";"92";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Rain.";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.0";"";"";"";"";"";"";
"13.07.2014 08:30";"27.0";"";"757.3";"";"98";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Rain.";"23.6";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"26.7";"";"";"";"";"";"";
"12.07.2014 14:30";"26.4";"";"756.6";"";"92";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus translucidus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"4.0";"25.0";"";"";"";"";"";"";
"12.07.2014 08:30";"27.2";"";"757.9";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.8";"";"";"";"";"";"";
"11.07.2014 14:30";"31.6";"";"758.1";"";"75";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.6";"";"";"";"";"";"";
"11.07.2014 08:30";"26.0";"";"758.9";"";"97";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.8";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.4";"";"";"";"";"";"";
"10.07.2014 08:30";"25.6";"";"758.1";"";"93";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"23.5";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altostratus translucidus.";"";"10.0";"24.4";"";"";"";"";"";"";
"09.07.2014 14:30";"28.2";"";"755.8";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.7";"";"";"";"";"";"";
"09.07.2014 08:30";"26.6";"";"757.0";"";"95";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"08.07.2014 14:30";"28.4";"";"756.0";"";"83";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.3";"";"";"";"";"";"";
"08.07.2014 08:30";"26.4";"";"757.5";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"24.4";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.0";"";"";"";"";"";"";
"07.07.2014 14:30";"28.2";"";"756.4";"";"83";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.1";"";"";"";"";"";"";
"07.07.2014 08:30";"26.6";"";"758.0";"";"92";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.2";"";"";"";"";"";"";
"06.07.2014 14:30";"28.6";"";"756.6";"";"83";"Wind blowing from the north-west";"2";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.5";"";"";"";"";"";"";
"06.07.2014 08:30";"26.4";"";"757.2";"";"98";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.1";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"05.07.2014 14:30";"25.6";"";"755.8";"";"98";"Wind blowing from the north-west";"4";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"25.3";"";"";"";"";"";"";
"05.07.2014 08:30";"25.4";"";"756.8";"";"95";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"24.1";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altostratus translucidus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"24.5";"";"";"";"";"";"";
"04.07.2014 14:30";"30.2";"";"754.8";"";"77";"Wind blowing from the north-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.7";"";"";"";"";"";"";
"04.07.2014 08:30";"27.6";"";"756.0";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.0";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.9";"";"";"";"";"";"";
"03.07.2014 14:30";"30.6";"";"755.7";"";"80";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus cumulonimbogenitus.";"10.0";"26.7";"";"";"";"";"";"";
"03.07.2014 08:30";"28.0";"";"757.4";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"25.3";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.0";"";"";"";"";"";"";
"02.07.2014 14:30";"30.0";"";"757.1";"";"77";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"25.5";"";"";"";"";"";"";
"02.07.2014 08:30";"26.2";"";"758.4";"";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"23.5";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.3";"";"";"";"";"";"";
"01.07.2014 14:30";"28.8";"";"757.0";"";"85";"variable wind direction";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.0";"";"";"";"";"";"";
"01.07.2014 08:30";"26.8";"";"757.9";"";"92";"Wind blowing from the north";"1";"";"";"100%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"25.2";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"25.4";"";"";"";"";"";"";
"30.06.2014 14:30";"26.6";"";"756.2";"";"95";"Calm, no wind";"0";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Drizzle.";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"25.7";"";"";"";"";"";"";
"30.06.2014 08:30";"26.6";"";"757.2";"";"95";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"25.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.7";"";"";"";"";"";"";
"29.06.2014 14:30";"32.0";"";"756.1";"";"71";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.1";"";"";"";"";"";"";
"29.06.2014 08:30";"28.6";"";"757.3";"";"88";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"25.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.4";"";"";"";"";"";"";
"28.06.2014 14:30";"32.2";"";"756.5";"";"70";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.1";"";"";"";"";"";"";
"28.06.2014 08:30";"28.2";"";"757.8";"";"85";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"25.8";"";"Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"25.4";"";"";"";"";"";"";
"27.06.2014 14:30";"32.6";"";"756.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"25.6";"";"";"";"";"";"";
"27.06.2014 08:30";"28.4";"";"757.4";"";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.4";"";"";"";"";"";"";
"26.06.2014 14:30";"31.4";"";"756.6";"";"75";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"26.4";"";"";"";"";"";"";
"26.06.2014 08:30";"29.6";"";"757.4";"";"83";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.0";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.4";"";"";"";"";"";"";
"25.06.2014 14:30";"31.8";"";"755.8";"";"78";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.4";"";"";"";"";"";"";
"25.06.2014 08:30";"28.8";"";"756.9";"";"91";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"26.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.1";"";"";"";"";"";"";
"24.06.2014 14:30";"";"";"755.2";"";"";"Wind blowing from the north-northeast";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.3";"";"";"";"";"";"";
"24.06.2014 08:30";"29.0";"";"757.4";"";"90";"variable wind direction";"2";"";"";"70 – 80%.";" ";"";"";"27.0";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"10.0";"27.1";"";"";"";"";"";"";
"23.06.2014 14:30";"31.8";"";"757.0";"";"72";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"10%  or less, but not 0";"600-1000";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"26.2";"";"";"";"";"";"";
"23.06.2014 08:30";"29.0";"";"759.1";"";"91";"Wind blowing from the north-west";"1";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.2";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.3";"";"";"";"";"";"";
"22.06.2014 14:30";"31.4";"";"757.7";"";"76";"Wind blowing from the west";"2";"";"";"50%.";"Clouds generally dissolving or becoming less developed. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.7";"";"";"";"";"";"";
"22.06.2014 08:30";"28.8";"";"759.3";"";"94";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"26.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.7";"";"";"";"";"";"";
"21.06.2014 14:30";"31.4";"";"757.5";"";"79";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"40%.";"600-1000";"Altostratus opacus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"27.3";"";"";"";"";"";"";
"21.06.2014 08:30";"29.2";"";"758.2";"";"88";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"27.0";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.0";"";"";"";"";"";"";
"20.06.2014 14:30";"29.0";"";"756.0";"";"85";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus at a single level.";"Cirrostratus covering the whole sky.";"10.0";"26.2";"";"";"";"";"";"";
"20.06.2014 08:30";"29.2";"";"757.0";"";"90";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"25.0";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"27.3";"";"";"";"";"";"";
"19.06.2014 14:30";"26.0";"";"756.4";"";"90";"Wind blowing from the west";"12";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"24.3";"";"";"";"";"";"";
"19.06.2014 08:30";"29.0";"";"756.3";"";"86";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"27.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"26.5";"";"";"";"";"";"";
"18.06.2014 14:30";"31.6";"";"755.6";"";"79";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"27.5";"";"";"";"";"";"";
"18.06.2014 08:30";"29.4";"";"757.2";"";"85";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"25.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"26.6";"";"";"";"";"";"";
"17.06.2014 14:30";"28.0";"";"756.3";"";"87";"Calm, no wind";"0";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Rain.";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"50%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"4.0";"25.7";"";"";"";"";"";"";
"17.06.2014 08:30";"27.6";"";"757.2";"";"89";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"24.5";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"4.0";"25.6";"";"";"";"";"";"";
"16.06.2014 14:30";"32.2";"";"756.1";"";"74";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"27.0";"";"";"";"";"";"";
