# Weather station Dadeldhura, Nepal, WMO_ID=44404,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=44404&lang=en
#
"Local time in Dadeldhura";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.08.2014 08:45";"20.0";"608.0";"";"0.7";"94";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"Fog or ice fog or thick haze.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"17.7";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"60%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.5";"19.0";"Trace of precipitation";"24";"";"";"";"";
"24.08.2014 05:45";"17.6";"607.3";"";"";"100";"Calm, no wind";"0";"";"";"60%.";"Mist. ";"";"";"";"";"Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"0.5";"17.6";"";"";"";"";"";"";
"23.08.2014 17:45";"23.2";"607.0";"";"";"82";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"26.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.9";"Trace of precipitation";"9";"";"";"";"";
"23.08.2014 08:45";"20.4";"608.9";"";"0.7";"88";"Wind blowing from the south-west";"1";"";"";"60%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.5";"18.3";"5.0";"24";"";"";"";"";
"23.08.2014 05:45";"17.8";"608.2";"";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"17.8";"";"";"";"";"";"";
"22.08.2014 17:45";"22.9";"606.7";"";"-0.9";"78";"Wind blowing from the west-southwest";"2";"";"";"40%.";" ";"";"";"";"26.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"18.9";"No precipitation";"9";"";"";"";"";
"22.08.2014 14:45";"25.4";"607.6";"";"-0.5";"62";"Wind blowing from the west";"4";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"17.5";"";"";"";"";"";"";
"22.08.2014 11:45";"24.5";"608.1";"";"0.5";"56";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"15.2";"";"";"";"";"";"";
"22.08.2014 08:45";"20.8";"607.6";"";"0.9";"74";"Wind blowing from the south";"2";"";"";"50%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.1";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"3.0";"16.0";"No precipitation";"24";"";"";"";"";
"22.08.2014 05:45";"17.4";"606.7";"";"";"92";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus at a single level.";"";"1.0";"16.1";"";"";"";"";"";"";
"21.08.2014 17:45";"22.7";"605.9";"";"-0.8";"89";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";"Fog or ice fog at a distance at the time of observation, but not at the station during the preceding hour, the fog or ice fog extending to a level above that of the observer. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"25.9";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus cumulogenitus (or cumulonimbogenitus).";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.7";"No precipitation";"9";"";"";"";"";
"21.08.2014 14:45";"25.4";"606.7";"";"-1.0";"78";"Wind blowing from the west-southwest";"3";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"21.3";"";"";"";"";"";"";
"21.08.2014 11:45";"24.3";"607.7";"";"0.7";"73";"Wind blowing from the west";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"19.2";"";"";"";"";"";"";
"21.08.2014 08:45";"20.6";"607.0";"";"0.6";"91";"Wind blowing from the south";"1";"";"";"60%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.5";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"No precipitation";"24";"";"";"";"";
"21.08.2014 05:45";"17.6";"606.4";"";"";"93";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"";"1.0";"16.5";"";"";"";"";"";"";
"20.08.2014 17:45";"22.8";"607.0";"";"-0.6";"90";"Wind blowing from the west";"2";"";"";"20–30%.";" ";"";"";"";"26.7";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"21.1";"No precipitation";"9";"";"";"";"";
"20.08.2014 14:45";"25.8";"607.6";"";"-1.0";"71";"Wind blowing from the west-southwest";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"20.2";"";"";"";"";"";"";
"20.08.2014 11:45";"25.5";"608.6";"";"0.1";"72";"Wind blowing from the west";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"20.0";"";"";"";"";"";"";
"20.08.2014 08:45";"21.0";"608.5";"";"0.8";"85";"Wind blowing from the south";"1";"";"";"70 – 80%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"17.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.4";"No precipitation";"24";"";"";"";"";
"20.08.2014 05:45";"18.3";"607.7";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"18.3";"";"";"";"";"";"";
"19.08.2014 17:45";"22.6";"607.8";"";"-0.9";"86";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"";"26.0";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"5.0";"20.2";"No precipitation";"9";"";"";"";"";
"19.08.2014 14:45";"25.3";"608.7";"";"-1.3";"72";"Wind blowing from the west-southwest";"3";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"19.8";"";"";"";"";"";"";
"19.08.2014 11:45";"24.0";"610.0";"";"";"";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"";"";"";"";"";"";"";
"18.08.2014 11:45";"26.2";"609.8";"";"1.0";"68";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"7.0";"19.9";"";"";"";"";"";"";
"18.08.2014 08:45";"20.6";"608.8";"";"1.3";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"16.8";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"18.8";"No precipitation";"24";"";"";"";"";
"18.08.2014 05:45";"17.2";"607.5";"";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"5.0";"17.2";"";"";"";"";"";"";
"17.08.2014 17:45";"23.0";"606.4";"";"-0.6";"84";"Wind blowing from the west-southwest";"2";"";"";"50%.";" ";"";"";"";"25.8";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"20.2";"No precipitation";"9";"";"";"";"";
"17.08.2014 14:45";"25.3";"607.0";"";"-0.6";"77";"Wind blowing from the west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"21.0";"";"";"";"";"";"";
"17.08.2014 11:45";"23.0";"607.6";"";"0.4";"76";"Wind blowing from the south";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"18.6";"";"";"";"";"";"";
"17.08.2014 08:45";"20.4";"607.2";"";"";"86";"Wind blowing from the west";"1";"";"";"40%.";" ";"";"";"16.4";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"200-300";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"17.9";"11.0";"24";"";"";"";"";
"17.08.2014 05:45";"16.6";"606.4";"";"";"100";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"16.6";"";"";"";"";"";"";
"16.08.2014 17:45";"20.8";"606.4";"";"-1.1";"90";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"22.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"200-300";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"11.0";"9";"";"";"";"";
"16.08.2014 14:45";"20.8";"607.5";"";"-0.2";"88";"Wind blowing from the west";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"2.0";"18.7";"";"";"";"";"";"";
"16.08.2014 11:45";"18.0";"607.7";"";"0.3";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"";"";"";"";"";"0.2";"18.0";"";"";"";"";"";"";
"16.08.2014 08:45";"16.4";"607.4";"";"1.0";"100";"Wind blowing from the east";"1";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"";"15.4";"";"";"";"";"";"";"0.1";"16.4";"56.0";"24";"";"";"";"";
"16.08.2014 05:45";"16.1";"606.4";"";"";"100";"Wind blowing from the east";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"16.1";"";"";"";"";"";"";
"15.08.2014 17:45";"15.8";"605.7";"";"-0.1";"100";"Wind blowing from the east";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain.";"Rain.";"";"17.2";"";"";"";"";"";"0.1";"15.8";"45.0";"9";"";"";"";"";
"15.08.2014 14:45";"15.8";"605.8";"";"-0.3";"100";"Wind blowing from the east";"4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"";"";"";"";"";"";"0.1";"15.8";"";"";"";"";"";"";
"15.08.2014 11:45";"16.4";"606.1";"";"0.9";"100";"Wind blowing from the east";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Rain, not freezing, intermittent, heavy at time of observation. ";"Rain.";"Drizzle.";"";"";"";"";"";"";"";"0.1";"16.4";"";"";"";"";"";"";
"15.08.2014 08:45";"16.8";"605.2";"";"0.8";"100";"Wind blowing from the north-west";"4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Drizzle.";"Fog or ice fog or thick haze.";"16.7";"";"";"";"";"";"";"0.1";"16.8";"0.7";"24";"";"";"";"";
"15.08.2014 05:45";"18.6";"604.4";"";"";"100";"Wind blowing from the east";"3";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.5";"18.6";"";"";"";"";"";"";
"14.08.2014 17:45";"20.4";"603.6";"";"-0.6";"97";"Wind blowing from the west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Thunderstorm, but no precipitation at the time of observation. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"25.5";"";"";"";"";"";"0.5";"19.9";"No precipitation";"9";"";"";"";"";
"14.08.2014 14:45";"23.6";"604.2";"";"-0.4";"80";"Wind blowing from the west-southwest";"2";"";"";"90  or more, but not 100%";"Haze. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"40%.";"200-300";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"20.0";"";"";"";"";"";"";
"14.08.2014 11:45";"24.4";"604.6";"";"-0.3";"73";"Wind blowing from the east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"19.3";"";"";"";"";"";"";
"14.08.2014 08:45";"20.8";"604.9";"";"";"92";"Wind blowing from the south-west";"2";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.6";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"60%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"19.4";"0.4";"24";"";"";"";"";
"13.08.2014 14:45";"26.3";"604.5";"";"-0.7";"77";"Wind blowing from the west-southwest";"4";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"22.0";"";"";"";"";"";"";
"13.08.2014 11:45";"25.4";"605.2";"";"-0.6";"74";"Wind blowing from the south";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"20.4";"";"";"";"";"";"";
"13.08.2014 08:45";"21.2";"605.8";"";"";"88";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.8";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.1";"No precipitation";"24";"";"";"";"";
"12.08.2014 17:45";"22.2";"604.8";"";"-0.5";"90";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"27.2";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"6.0";"20.5";"No precipitation";"9";"";"";"";"";
"12.08.2014 14:45";"26.7";"605.3";"";"-0.8";"71";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"";"";"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.";"20–30%.";"200-300";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"21.1";"";"";"";"";"";"";
"12.08.2014 11:45";"25.3";"606.1";"";"-0.1";"71";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"300-600";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"6.0";"19.6";"";"";"";"";"";"";
"12.08.2014 08:45";"21.0";"606.2";"";"";"92";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"";"18.8";"";"Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"19.7";"0.8";"24";"";"";"";"";
"12.08.2014 05:45";"19.1";"605.8";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"19.1";"";"";"";"";"";"";
"11.08.2014 05:45";"18.2";"606.1";"";"";"100";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"18.2";"";"";"";"";"";"";
"10.08.2014 17:45";"22.1";"606.1";"";"0.0";"87";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"26.1";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"6.0";"19.8";"0.8";"9";"";"";"";"";
"10.08.2014 14:45";"23.9";"606.1";"";"-1.3";"79";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"Rain, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Fog or ice fog or thick haze.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"20.0";"";"";"";"";"";"";
"10.08.2014 11:45";"25.4";"607.4";"";"0.8";"73";"Calm, no wind";"0";"";"";"90  or more, but not 100%";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"";"";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"50%.";"200-300";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"20.3";"";"";"";"";"";"";
"10.08.2014 08:45";"21.4";"606.6";"";"0.3";"90";"Wind blowing from the east-southeast";"1";"";"";"100%.";"Mist. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"18.6";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"2000-2500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"19.6";"2.0";"24";"";"";"";"";
"10.08.2014 05:45";"18.6";"606.3";"";"";"100";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";"Mist. ";"";"";"";"";"Stratocumulus cumulogenitus.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"3.0";"18.6";"";"";"";"";"";"";
"09.08.2014 17:45";"22.8";"606.0";"";"-0.4";"91";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"27.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"21.2";"1.0";"9";"";"";"";"";
"09.08.2014 14:45";"25.0";"606.4";"";"-0.9";"76";"Wind blowing from the south";"2";"";"";"60%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"40%.";"300-600";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"20.4";"";"";"";"";"";"";
"09.08.2014 11:45";"26.8";"607.3";"";"0.4";"71";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"300-600";"Altocumulus castellanus or floccus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"8.0";"21.0";"";"";"";"";"";"";
"09.08.2014 08:45";"22.4";"606.9";"";"0.8";"81";"";"";"";"";"20–30%.";" ";"";"";"17.5";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"8.0";"19.0";"Trace of precipitation";"24";"";"";"";"";
"09.08.2014 05:45";"17.6";"606.1";"";"";"100";"Calm, no wind";"0";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"";"";"";"";"";"";"";"";"";"0.1";"17.6";"";"";"";"";"";"";
