# Weather station Mukteshwar / Kumaon, India, WMO_ID=42147,selection from 01.01.2012 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42147&lang=en
#
"Local time in Mukteshwar / Kumaon";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.12.2017 14:30";"15.0";"583.1";"";"-1.3";"66";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"8.6";"";"";"";"";"";"";
"09.12.2017 11:30";"13.8";"584.4";"";"0.0";"57";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.4";"";"";"";"";"";"";
"09.12.2017 08:30";"10.8";"584.4";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.8";"";"";"";"";"";"";"10.0";"4.0";"";"";"";"";"";"";
"08.12.2017 17:30";"11.4";"582.9";"";"0.2";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"18.2";"";"";"";"";"";"4.0";"7.3";"";"";"";"";"";"";
"08.12.2017 14:30";"18.0";"582.7";"";"-1.1";"45";"Wind blowing from the south-west";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"5.8";"";"";"";"";"";"";
"08.12.2017 11:30";"15.0";"583.8";"";"-0.1";"62";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.8";"";"";"";"";"";"";
"08.12.2017 08:30";"10.4";"583.9";"";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"6.5";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"07.12.2017 17:30";"11.2";"582.4";"";"0.0";"76";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"16.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"7.1";"";"";"";"";"";"";
"07.12.2017 14:30";"15.0";"582.4";"";"-1.3";"57";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.5";"";"";"";"";"";"";
"07.12.2017 11:30";"13.2";"583.7";"";"0.2";"57";"Wind blowing from the north-east";"2";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.7";"";"";"";"";"";"";
"07.12.2017 08:30";"10.0";"583.5";"";"";"68";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"7.8";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.4";"";"";"";"";"";"";
"06.12.2017 20:30";"11.6";"582.3";"";"";"58";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"17.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.6";"";"";"";"";"";"";
"06.12.2017 17:30";"11.6";"582.3";"";"-0.4";"58";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"";"17.3";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.6";"";"";"";"";"";"";
"06.12.2017 14:30";"15.0";"582.7";"";"-1.5";"47";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.6";"";"";"";"";"";"";
"06.12.2017 11:30";"15.0";"584.2";"";"0.4";"42";"Wind blowing from the south-west";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.1";"";"";"";"";"";"";
"06.12.2017 08:30";"13.6";"583.8";"";"";"41";"Wind blowing from the north-east";"1";"";"";"50%.";" ";"";"";"8.1";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.5";"";"";"";"";"";"";
"05.12.2017 17:30";"10.4";"582.8";"";"-0.4";"50";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"14.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.4";"";"";"";"";"";"";
"05.12.2017 14:30";"12.6";"583.2";"";"-1.5";"56";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.9";"";"";"";"";"";"";
"05.12.2017 11:30";"11.6";"584.7";"";"0.3";"45";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-0.1";"";"";"";"";"";"";
"05.12.2017 08:30";"9.4";"584.4";"";"";"55";"Wind blowing from the north-east";"1";"";"";"60%.";" ";"";"";"7.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.7";"";"";"";"";"";"";
"04.12.2017 17:30";"9.6";"581.9";"";"-0.4";"16";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"16.4";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"2.0";"-15.4";"";"";"";"";"";"";
"04.12.2017 14:30";"11.2";"582.3";"";"-1.3";"53";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"2.0";"";"";"";"";"";"";
"04.12.2017 11:30";"13.6";"583.6";"";"0.4";"35";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-1.7";"";"";"";"";"";"";
"04.12.2017 08:30";"10.0";"583.2";"";"";"19";"Wind blowing from the west";"1";"";"";"70 – 80%.";" ";"";"";"5.0";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-12.9";"";"";"";"";"";"";
"03.12.2017 17:30";"6.2";"582.8";"";"-0.1";"84";"Wind blowing from the north-east";"1";"";"";"60%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"12.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"3.7";"";"";"";"";"";"";
"03.12.2017 14:30";"11.0";"582.9";"";"-1.5";"67";"Wind blowing from the south-west";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.1";"";"";"";"";"";"";
"03.12.2017 11:30";"11.4";"584.4";"";"0.3";"62";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.3";"";"";"";"";"";"";
"03.12.2017 08:30";"6.4";"584.1";"";"";"72";"Wind blowing from the south-west";"2";"";"";"50%.";" ";"";"";"3.7";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"1.6";"";"";"";"";"";"";
"02.12.2017 17:30";"7.2";"583.2";"";"-0.3";"90";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"14.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"50-100";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"2.0";"5.6";"";"";"";"";"";"";
"02.12.2017 14:30";"11.8";"583.5";"";"-1.6";"66";"variable wind direction";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"4.0";"5.7";"";"";"";"";"";"";
"02.12.2017 11:30";"11.4";"585.1";"";"0.7";"54";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.3";"";"";"";"";"";"";
"02.12.2017 08:30";"7.4";"584.4";"";"";"70";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"4.4";"";"";"";"";"";"";"10.0";"2.3";"";"";"";"";"";"";
"01.12.2017 17:30";"9.6";"582.4";"";"0.1";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"15.7";"";"";"";"";"";"4.0";"3.9";"";"";"";"";"";"";
"01.12.2017 14:30";"13.6";"582.3";"";"-1.4";"41";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.5";"";"";"";"";"";"";
"01.12.2017 11:30";"14.0";"583.7";"";"0.2";"22";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-7.4";"";"";"";"";"";"";
"01.12.2017 08:30";"10.6";"583.5";"";"";"38";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"3.3";"";"";"";"";"";"";"10.0";"-3.2";"";"";"";"";"";"";
"30.11.2017 17:30";"12.4";"";"";"";"63";"Calm, no wind";"0";"";"";"no clouds";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"17.8";"";"";"";"";"";"1.0";"5.5";"";"";"";"";"";"";
"30.11.2017 14:30";"16.0";"582.5";"";"-1.5";"26";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-3.5";"";"";"";"";"";"";
"30.11.2017 11:30";"14.8";"584.0";"";"0.2";"25";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"30.11.2017 08:30";"10.6";"583.8";"";"";"35";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"4.7";"";"";"";"";"";"";"10.0";"-4.5";"";"";"";"";"";"";
"29.11.2017 17:30";"9.2";"583.4";"";"-0.1";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.5";"";"";"";"";"";"4.0";"3.5";"";"";"";"";"";"";
"29.11.2017 14:30";"14.4";"583.5";"";"-1.2";"48";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"3.3";"";"";"";"";"";"";
"29.11.2017 11:30";"14.4";"584.7";"";"0.8";"35";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"29.11.2017 08:30";"11.0";"583.9";"";"";"32";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"4.7";"";"";"";"";"";"";"10.0";"-5.2";"";"";"";"";"";"";
"28.11.2017 17:30";"9.6";"581.5";"";"0.0";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.5";"";"";"";"";"";"4.0";"2.5";"";"";"";"";"";"";
"28.11.2017 14:30";"16.8";"581.5";"";"-1.1";"17";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-8.4";"";"";"";"";"";"";
"28.11.2017 11:30";"14.0";"582.6";"";"0.9";"30";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.6";"";"";"";"";"";"";
"28.11.2017 08:30";"10.0";"581.7";"";"";"21";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"4.8";"";"";"";"";"";"";"10.0";"-11.7";"";"";"";"";"";"";
"27.11.2017 17:30";"9.6";"581.2";"";"-0.5";"59";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"17.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.0";"";"";"";"";"";"";
"27.11.2017 14:30";"16.4";"581.7";"";"-1.5";"31";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.0";"";"";"";"";"";"";
"27.11.2017 11:30";"14.6";"583.2";"";"0.6";"26";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-4.6";"";"";"";"";"";"";
"27.11.2017 08:30";"10.2";"582.6";"";"";"32";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"4.9";"";"";"";"";"";"";"10.0";"-5.9";"";"";"";"";"";"";
"26.11.2017 17:30";"9.8";"583.2";"";"";"53";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"17.3";"";"";"";"";"";"4.0";"0.7";"";"";"";"";"";"";
"26.11.2017 11:30";"15.2";"585.3";"";"0.2";"29";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.9";"";"";"";"";"";"";
"26.11.2017 08:30";"11.6";"585.1";"";"";"35";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"5.8";"";"";"";"";"";"";"10.0";"-3.6";"";"";"";"";"";"";
"25.11.2017 17:30";"12.0";"583.2";"";"0.0";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"19.8";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"25.11.2017 14:30";"17.2";"583.2";"";"-1.0";"36";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"2.1";"";"";"";"";"";"";
"25.11.2017 11:30";"16.0";"584.2";"";"0.5";"23";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"25.11.2017 08:30";"12.2";"583.7";"";"";"28";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"5.3";"";"";"";"";"";"";"10.0";"-6.1";"";"";"";"";"";"";
"24.11.2017 17:30";"10.0";"582.5";"";"-0.1";"58";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"17.2";"";"";"";"";"";"10.0";"2.0";"";"";"";"";"";"";
"24.11.2017 14:30";"15.4";"582.6";"";"-1.2";"38";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.0";"";"";"";"";"";"";
"24.11.2017 11:30";"14.2";"583.8";"";"0.6";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-3.9";"";"";"";"";"";"";
"24.11.2017 08:30";"11.0";"583.2";"";"";"27";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"4.3";"";"";"";"";"";"";"10.0";"-7.6";"";"";"";"";"";"";
"23.11.2017 17:30";"10.0";"581.2";"";"-0.2";"58";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"15.5";"";"";"";"";"";"4.0";"2.0";"";"";"";"";"";"";
"23.11.2017 14:30";"14.8";"581.4";"";"-1.2";"24";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-5.8";"";"";"";"";"";"";
"23.11.2017 11:30";"14.6";"582.6";"";"0.8";"26";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"100-200";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"-4.6";"";"";"";"";"";"";
"23.11.2017 08:30";"11.2";"581.8";"";"";"11";"variable wind direction";"1";"";"";"60%.";" ";"";"";"4.3";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"100-200";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-18.0";"";"";"";"";"";"";
"22.11.2017 17:30";"8.8";"581.4";"";"-0.3";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.6";"";"";"";"";"";"10.0";"-4.6";"";"";"";"";"";"";
"22.11.2017 14:30";"15.2";"581.7";"";"-1.5";"25";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-5.0";"";"";"";"";"";"";
"22.11.2017 11:30";"13.6";"583.2";"";"0.6";"33";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-2.3";"";"";"";"";"";"";
"22.11.2017 08:30";"10.8";"582.6";"";"";"71";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"4.8";"";"";"";"";"";"";"10.0";"5.6";"";"";"";"";"";"";
"21.11.2017 17:30";"10.2";"582.0";"";"0.0";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"16.9";"";"";"";"";"";"4.0";"4.2";"";"";"";"";"";"";
"21.11.2017 14:30";"15.2";"582.0";"";"-1.2";"49";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"50%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.4";"";"";"";"";"";"";
"21.11.2017 11:30";"15.0";"583.2";"";"0.6";"39";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.2";"";"";"";"";"";"";
"21.11.2017 08:30";"10.4";"582.6";"";"";"54";"variable wind direction";"1";"";"";"no clouds";" ";"";"";"5.6";"";"";"";"";"";"";"10.0";"1.5";"";"";"";"";"";"";
"20.11.2017 17:30";"11.6";"";"";"";"58";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";"Haze. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"16.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"200-300";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"1.0";"3.6";"";"";"";"";"";"";
"20.11.2017 14:30";"14.0";"583.5";"";"-1.5";"45";"Wind blowing from the south-west";"2";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.2";"";"";"";"";"";"";
"20.11.2017 11:30";"13.2";"585.0";"";"0.3";"42";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"0.5";"";"";"";"";"";"";
"20.11.2017 08:30";"10.0";"584.7";"";"";"46";"variable wind direction";"1";"";"";"10%  or less, but not 0";" ";"";"";"7.1";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"-1.2";"";"";"";"";"";"";
"19.11.2017 17:30";"10.0";"583.6";"";"-0.3";"58";"Wind blowing from the south-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"16.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"2.0";"";"";"";"";"";"";
"19.11.2017 14:30";"15.8";"583.9";"";"-1.1";"44";"variable wind direction";"1";"";"";"50%.";" ";"";"";"";"";"";"";"100-200";"";"";"4.0";"3.4";"";"";"";"";"";"";
"19.11.2017 11:30";"15.0";"585.0";"";"0.5";"40";"variable wind direction";"1";"";"";"40%.";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"40%.";"100-200";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"4.0";"1.5";"";"";"";"";"";"";
