# Weather station Baripada, India, WMO_ID=42894,selection from 07.12.2015 till 31.12.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=42894&lang=en
#
"Local time in Baripada";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.05.2016 17:30";"38.6";"747.4";"751.8";"";"38";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"40.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.8";"";"";"";"";"";"";
"15.05.2016 08:30";"33.0";"752.7";"757.2";"";"63";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"14.05.2016 08:30";"31.2";"752.7";"757.3";"";"79";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"24.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"27.1";"";"";"";"";"";"";
"13.05.2016 08:30";"32.6";"751.1";"755.6";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"27.1";"";"";"";"";"";"";
"12.05.2016 17:30";"36.0";"747.1";"751.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"39.6";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"12.05.2016 08:30";"32.6";"752.5";"757.1";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.0";"";"";"";"";"";"";
"11.05.2016 17:30";"35.0";"750.1";"754.6";"";"45";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"38.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.2";"";"";"";"";"";"";
"11.05.2016 08:30";"33.0";"754.6";"759.2";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.0";"";"";"";"";"";"";"4.0";"22.9";"";"";"";"";"";"";
"10.05.2016 17:30";"28.0";"751.9";"756.5";"";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"38.6";"";"";"600-1000";"";"";"4.0";"23.0";"";"";"";"";"";"";
"10.05.2016 08:30";"32.0";"754.8";"759.4";"";"60";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.3";"";"";"";"";"";"";
"09.05.2016 17:30";"34.0";"751.2";"755.7";"";"63";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"38.3";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.9";"";"";"";"";"";"";
"09.05.2016 08:30";"30.8";"754.8";"759.4";"";"61";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"22.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.3";"";"";"";"";"";"";
"08.05.2016 08:30";"29.6";"755.3";"759.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"23.5";"";"";"";"";"";"";
"07.05.2016 17:30";"35.0";"749.9";"754.4";"";"49";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"40.2";"";"";"";"";"";"4.0";"22.6";"";"";"";"";"";"";
"07.05.2016 08:30";"32.0";"752.8";"757.4";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"23.3";"";"";"";"";"";"";
"06.05.2016 17:30";"31.6";"751.3";"755.9";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"39.6";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"05.05.2016 17:30";"31.0";"751.6";"756.2";"";"50";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"38.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.4";"";"";"";"";"";"";
"05.05.2016 08:30";"34.0";"754.3";"758.8";"";"46";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"21.2";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.8";"";"";"";"";"";"";
"04.05.2016 17:30";"25.4";"750.5";"755.2";"";"78";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"37.2";"";"";"600-1000";"";"";"4.0";"21.2";"";"";"";"";"";"";
"04.05.2016 08:30";"32.0";"753.1";"757.7";"";"45";"Wind blowing from the south-southwest";"1";"";"";"50%.";" ";"";"";"22.8";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.8";"";"";"";"";"";"";
"03.05.2016 17:30";"36.0";"748.6";"753.1";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"40.0";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"03.05.2016 08:30";"32.0";"752.6";"757.2";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.5";"";"";"";"";"";"";
"02.05.2016 17:30";"35.4";"748.3";"752.8";"";"29";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"43.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"14.9";"";"";"";"";"";"";
"02.05.2016 08:30";"31.8";"751.5";"756.1";"";"54";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"21.4";"";"";"";"";"";"";
"01.05.2016 08:30";"34.4";"751.2";"755.7";"";"11";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.6";"";"";"";"";"";"";"4.0";"0.4";"";"";"";"";"";"";
"30.04.2016 08:30";"36.0";"752.0";"756.5";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.2";"";"";"";"";"";"";
"29.04.2016 17:30";"33.4";"747.8";"752.3";"";"36";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"16.4";"";"";"";"";"";"";
"29.04.2016 08:30";"34.6";"752.3";"756.8";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"28.04.2016 08:30";"32.0";"751.8";"756.4";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"26.4";"";"";"";"600-1000";"";"";"4.0";"25.8";"";"";"";"";"";"";
"27.04.2016 17:30";"38.0";"745.9";"750.3";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.0";"";"";"";"";"";"4.0";"22.8";"";"";"";"";"";"";
"27.04.2016 08:30";"32.4";"752.2";"756.8";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.6";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"26.04.2016 17:30";"35.0";"750.4";"754.9";"";"65";"Wind blowing from the east-southeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"27.6";"";"";"";"";"";"";
"26.04.2016 08:30";"33.0";"753.0";"757.6";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.2";"";"";"";"";"";"";"4.0";"26.0";"";"";"";"";"";"";
"25.04.2016 17:30";"37.4";"748.8";"753.3";"";"44";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"42.1";"";"";"";"";"";"4.0";"23.1";"";"";"";"";"";"";
"25.04.2016 08:30";"34.0";"751.0";"755.5";"";"54";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.2";"";"";"";"";"";"";"4.0";"23.4";"";"";"";"";"";"";
"24.04.2016 17:30";"38.0";"746.6";"751.0";"";"25";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.4";"";"";"";"";"";"4.0";"14.8";"";"";"";"";"";"";
"24.04.2016 08:30";"33.6";"749.3";"753.8";"";"57";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"23.04.2016 17:30";"43.4";"743.8";"748.1";"";"16";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"45.3";"";"";"";"";"";"4.0";"12.5";"";"";"";"";"";"";
"23.04.2016 08:30";"35.0";"747.8";"752.3";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"21.9";"";"";"";"";"";"";
"22.04.2016 17:30";"39.0";"746.0";"750.4";"";"30";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"43.0";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"22.04.2016 08:30";"33.0";"750.4";"754.9";"";"64";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.0";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"21.04.2016 17:30";"38.6";"746.7";"751.1";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"42.6";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"21.04.2016 08:30";"32.0";"750.7";"755.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"20.04.2016 17:30";"39.0";"748.6";"753.0";"";"42";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"42.2";"";"";"";"";"";"4.0";"23.7";"";"";"";"";"";"";
"20.04.2016 08:30";"32.0";"753.0";"757.6";"";"66";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"24.9";"";"";"";"";"";"";
"19.04.2016 17:30";"40.0";"748.6";"753.0";"";"32";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"41.6";"";"";"";"";"";"4.0";"20.3";"";"";"";"";"";"";
"19.04.2016 08:30";"31.4";"753.4";"758.0";"";"67";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"24.6";"";"";"";"";"";"";
"18.04.2016 08:30";"31.6";"751.8";"756.4";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"27.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.5";"";"";"";"";"";"";
"17.04.2016 17:30";"40.0";"747.5";"751.9";"";"42";"Wind blowing from the south-southeast";"1";"";"";"70 – 80%.";" ";"";"";"";"43.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.6";"";"";"";"";"";"";
"17.04.2016 08:30";"32.4";"750.8";"755.3";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"26.3";"";"";"";"";"";"";
"16.04.2016 17:30";"40.4";"746.9";"751.3";"";"26";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"42.5";"";"";"";"";"";"4.0";"17.2";"";"";"";"";"";"";
"16.04.2016 08:30";"31.0";"751.8";"756.4";"";"72";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.4";"";"";"";"";"";"";"4.0";"25.4";"";"";"";"";"";"";
"15.04.2016 17:30";"35.4";"749.2";"753.7";"";"27";"Wind blowing from the north-northwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"4.0";"13.5";"";"";"";"";"";"";
"15.04.2016 08:30";"32.4";"753.0";"757.6";"";"60";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"14.04.2016 08:30";"30.0";"751.7";"756.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"22.0";"";"";"";"";"";"";
"13.04.2016 17:30";"36.2";"747.0";"751.5";"";"31";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.5";"";"";"";"";"";"";
"13.04.2016 08:30";"35.0";"751.6";"756.1";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"26.4";"";"";"";"";"";"";"4.0";"18.5";"";"";"";"";"";"";
"12.04.2016 17:30";"37.4";"747.7";"752.2";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.6";"";"";"";"";"";"";
"12.04.2016 08:30";"36.0";"751.6";"756.1";"";"34";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"17.9";"";"";"";"";"";"";
"11.04.2016 17:30";"38.0";"748.9";"753.4";"";"27";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"42.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.2";"";"";"";"";"";"";
"11.04.2016 08:30";"35.2";"752.3";"756.8";"";"46";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"21.8";"";"";"";"";"";"";
"10.04.2016 08:30";"32.0";"753.7";"758.3";"";"51";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.6";"";"";"";"";"";"";"4.0";"20.7";"";"";"";"";"";"";
"09.04.2016 17:30";"36.0";"751.0";"755.5";"";"34";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.9";"";"";"";"";"";"";
"09.04.2016 08:30";"34.0";"753.8";"758.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.0";"";"";"";"";"";"";"4.0";"25.6";"";"";"";"";"";"";
"08.04.2016 17:30";"36.0";"750.8";"755.3";"";"44";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"39.2";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.0";"";"";"";"";"";"";
"08.04.2016 08:30";"29.0";"754.8";"759.4";"";"74";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"24.0";"";"";"";"600-1000";"";"";"4.0";"23.8";"";"";"";"";"";"";
"07.04.2016 17:30";"36.0";"750.4";"754.9";"";"42";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"21.3";"";"";"";"";"";"";
"07.04.2016 08:30";"34.0";"753.8";"758.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.5";"";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"06.04.2016 17:30";"36.0";"750.5";"755.0";"";"43";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"40.8";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.7";"";"";"";"";"";"";
"06.04.2016 08:30";"31.4";"753.3";"757.9";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"25.8";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"05.04.2016 17:30";"35.0";"748.7";"753.2";"";"53";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.6";"";"";"";"";"";"4.0";"23.9";"";"";"";"";"";"";
"05.04.2016 08:30";"29.4";"752.7";"757.3";"";"86";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"26.0";"";"";"";"600-1000";"";"";"4.0";"26.9";"";"";"";"";"";"";
"04.04.2016 17:30";"35.6";"749.0";"753.5";"";"60";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"39.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"26.8";"";"";"";"";"";"";
"04.04.2016 08:30";"30.0";"753.8";"758.4";"";"78";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"25.5";"";"";"";"";"";"";"4.0";"25.8";"";"";"";"";"";"";
"03.04.2016 08:30";"29.4";"755.3";"759.9";"";"79";"Wind blowing from the south-southwest";"1";"";"";"70 – 80%.";" ";"";"";"25.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.4";"";"";"";"";"";"";
"02.04.2016 08:30";"28.0";"754.9";"759.5";"";"85";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"25.2";"";"";"";"";"";"";
"01.04.2016 17:30";"25.6";"752.6";"757.3";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"36.6";"";"";"600-1000";"";"";"4.0";"23.9";"";"";"";"";"";"";
"01.04.2016 08:30";"29.4";"754.1";"758.7";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.5";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"31.03.2016 17:30";"34.2";"751.1";"755.6";"";"50";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"36.8";"";"";"600-1000";"";"";"4.0";"22.3";"";"";"";"";"";"";
"31.03.2016 08:30";"27.4";"756.2";"760.9";"";"74";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"22.4";"";"";"";"";"";"";
"30.03.2016 17:30";"29.2";"753.8";"758.4";"";"71";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"35.6";"";"";"600-1000";"";"";"4.0";"23.4";"";"";"";"";"";"";
"29.03.2016 17:30";"35.2";"752.8";"757.3";"";"43";"Wind blowing from the south-southeast";"1";"";"";"20–30%.";" ";"";"";"";"37.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"20.7";"";"";"";"";"";"";
"28.03.2016 17:30";"35.0";"753.4";"757.9";"";"38";"Wind blowing from the south-southwest";"1";"";"";"20–30%.";" ";"";"";"";"36.5";"";"";"2500 or more, or no clouds.";"";"";"4.0";"18.5";"";"";"";"";"";"";
"28.03.2016 08:30";"29.4";"758.0";"762.6";"";"45";"Wind blowing from the west-southwest";"1";"";"";"70 – 80%.";" ";"";"";"24.5";"";"";"";"600-1000";"";"";"4.0";"16.3";"";"";"";"";"";"";
"27.03.2016 17:30";"35.4";"753.1";"757.6";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.6";"";"";"";"";"";"4.0";"19.1";"";"";"";"";"";"";
"27.03.2016 08:30";"28.6";"756.8";"761.4";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"24.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"24.9";"";"";"";"";"";"";
"26.03.2016 17:30";"33.4";"753.1";"757.6";"";"64";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"37.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"25.6";"";"";"";"";"";"";
"26.03.2016 08:30";"28.4";"757.9";"762.6";"";"79";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.6";"";"";"";"";"";"";"4.0";"24.4";"";"";"";"";"";"";
"25.03.2016 17:30";"33.0";"754.5";"759.1";"";"58";"Wind blowing from the south-southeast";"1";"";"";"no clouds";" ";"";"";"";"36.2";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"25.03.2016 08:30";"28.0";"758.6";"763.3";"";"80";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.8";"";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"24.03.2016 17:30";"34.6";"754.6";"759.1";"";"39";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"18.8";"";"";"";"";"";"";
"24.03.2016 08:30";"25.0";"758.4";"763.1";"";"71";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"19.6";"";"";"";"";"";"";"4.0";"19.4";"";"";"";"";"";"";
"23.03.2016 17:30";"35.0";"752.7";"757.2";"";"29";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"14.3";"";"";"";"";"";"";
"23.03.2016 08:30";"27.0";"755.2";"759.9";"";"50";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.8";"";"";"";"";"";"";"4.0";"15.6";"";"";"";"";"";"";
"21.03.2016 17:30";"36.0";"750.8";"755.3";"";"41";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"37.6";"";"";"";"";"";"4.0";"20.6";"";"";"";"";"";"";
"21.03.2016 08:30";"30.0";"754.5";"759.1";"";"61";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"21.7";"";"";"";"";"";"";
"20.03.2016 17:30";"36.0";"751.2";"755.7";"";"96";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.4";"";"";"";"";"";"4.0";"35.2";"";"";"";"";"";"";
"20.03.2016 08:30";"27.0";"754.4";"759.1";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.0";"";"";"";"";"";"";"4.0";"23.8";"";"";"";"";"";"";
"19.03.2016 17:30";"29.0";"751.7";"756.3";"";"71";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"23.2";"";"";"";"";"";"";
"19.03.2016 08:30";"29.4";"755.0";"759.6";"";"78";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"24.0";"";"";"";"";"";"";"4.0";"25.1";"";"";"";"";"";"";
"18.03.2016 17:30";"31.0";"752.5";"757.1";"";"68";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"35.5";"";"";"";"";"";"4.0";"24.3";"";"";"";"";"";"";
"18.03.2016 08:30";"28.6";"756.8";"761.4";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"22.6";"";"";"";"";"";"";"4.0";"22.7";"";"";"";"";"";"";
"17.03.2016 17:30";"32.4";"754.8";"759.4";"";"38";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"16.2";"";"";"";"";"";"";
"17.03.2016 08:30";"28.6";"758.3";"763.0";"";"42";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"21.0";"";"";"";"";"";"";"4.0";"14.4";"";"";"";"";"";"";
"16.03.2016 17:30";"32.0";"753.7";"758.3";"";"48";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.6";"";"";"";"";"";"";
"16.03.2016 08:30";"29.4";"756.8";"761.4";"";"51";"Wind blowing from the north-northeast";"1";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"18.2";"";"";"";"";"";"";
"15.03.2016 17:30";"33.2";"753.4";"757.9";"";"44";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"14.03.2016 17:30";"31.6";"755.4";"760.0";"";"40";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"33.4";"";"";"2500 or more, or no clouds.";"";"";"4.0";"16.4";"";"";"";"";"";"";
"14.03.2016 08:30";"27.6";"759.4";"764.1";"";"53";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"20.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.1";"";"";"";"";"";"";
"13.03.2016 08:30";"29.0";"758.4";"763.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"23.2";"";"";"";"";"";"";"4.0";"17.3";"";"";"";"";"";"";
"12.03.2016 17:30";"33.6";"753.1";"757.6";"";"44";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"36.0";"";"";"600-1000";"";"";"4.0";"19.7";"";"";"";"";"";"";
"12.03.2016 08:30";"29.2";"756.4";"761.0";"";"54";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.0";"";"";"";"";"";"";
"11.03.2016 17:30";"34.0";"753.1";"757.6";"";"43";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"36.0";"";"";"";"";"";"4.0";"19.9";"";"";"";"";"";"";
"11.03.2016 08:30";"28.2";"758.3";"763.0";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.5";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"21.3";"";"";"";"";"";"";
"10.03.2016 17:30";"32.0";"754.5";"759.1";"";"54";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"34.0";"";"";"600-1000";"";"";"4.0";"21.7";"";"";"";"";"";"";
"10.03.2016 08:30";"27.6";"757.1";"761.8";"";"77";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"22.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"23.2";"";"";"";"";"";"";
"09.03.2016 17:30";"34.0";"753.2";"757.7";"";"43";"Wind blowing from the south-southeast";"1";"";"";"50%.";" ";"";"";"";"36.0";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.9";"";"";"";"";"";"";
"09.03.2016 08:30";"24.6";"755.3";"760.0";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"21.0";"";"";"";"600-1000";"";"";"4.0";"20.6";"";"";"";"";"";"";
"08.03.2016 17:30";"32.4";"753.1";"757.7";"";"42";"Wind blowing from the south-southwest";"1";"";"";"no clouds";" ";"";"";"";"35.2";"";"";"";"";"";"4.0";"17.8";"";"";"";"";"";"";
"08.03.2016 08:30";"27.2";"757.6";"762.3";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"20.8";"";"";"";"";"";"";"4.0";"19.2";"";"";"";"";"";"";
"07.03.2016 17:30";"32.4";"753.4";"758.0";"";"49";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.6";"";"";"";"";"";"4.0";"20.4";"";"";"";"";"";"";
"07.03.2016 08:30";"26.0";"758.1";"762.8";"";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"21.0";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.2";"";"";"";"";"";"";
"06.03.2016 08:30";"25.4";"757.7";"762.4";"";"70";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"20.0";"";"";"";"600-1000";"";"";"4.0";"19.5";"";"";"";"";"";"";
"05.03.2016 17:30";"27.0";"754.4";"759.1";"";"72";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"4.0";"21.6";"";"";"";"";"";"";
"05.03.2016 08:30";"28.0";"757.1";"761.8";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"20.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"19.7";"";"";"";"";"";"";
"04.03.2016 17:30";"33.4";"754.5";"759.1";"";"38";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"35.6";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.2";"";"";"";"";"";"";
"04.03.2016 08:30";"25.0";"758.9";"763.6";"";"61";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"19.4";"";"";"";"2500 or more, or no clouds.";"";"";"4.0";"17.0";"";"";"";"";"";"";
"03.03.2016 17:30";"33.0";"756.0";"760.6";"";"45";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"34.5";"";"";"";"";"";"4.0";"19.7";"";"";"";"";"";"";
